Protein.Group	Protein.Names	Genes	First.Protein.Description	C:\Users\ntt12080.stu\Documents\proteomics\20260318_Trang_test\20260318_Trang_test\Trang_Blank_20ng_3-18-2026_Slot2-04_21527.d	C:\Users\ntt12080.stu\Documents\proteomics\20260318_Trang_test\20260318_Trang_test\Trang_Crop_100ng_3-18-2026_Slot2-01_21523.d	C:\Users\ntt12080.stu\Documents\proteomics\20260318_Trang_test\20260318_Trang_test\Trang_Hind_100ng_3-18-2026_Slot2-03_21525.d	C:\Users\ntt12080.stu\Documents\proteomics\20260318_Trang_test\20260318_Trang_test\Trang_Mid_100ng_3-18-2026_Slot2-02_21524.d
A0A7M7GUU9	A0A7M7GUU9_APIME	LOC408298	Pumilio homolog 2 isoform X1		15585.1	13552.3	5790.46
A0A7M7GUV0	A0A7M7GUV0_APIME	724346	Protein cornichon homolog 4			32877.2	101766
A0A7M7GUW6	A0A7M7GUW6_APIME	LOC551884	Tetratricopeptide repeat protein 7B isoform X1		8402.43	10442.8	12656.3
A0A7M7GUW8	A0A7M7GUW8_APIME	LOC552015	ATPase N2B			3178.69	3319.43
A0A7M7GUX0	A0A7M7GUX0_APIME	LOC100578253	Golgi integral membrane protein 4 isoform X1		14871.8	33234.3	45982.7
A0A7M7GUX7	A0A7M7GUX7_APIME	LOC552663	Pyridoxal kinase		106629	105595	213057
A0A7M7GUY0	A0A7M7GUY0_APIME	LOC725336	Longitudinals lacking protein, isoforms A/B/D/L isoform X1		24214.2	21012.8	
A0A7M7GUY3	A0A7M7GUY3_APIME	100577279	Uncharacterized protein LOC100577279 isoform X1		36918.9	46689.8	72742.6
A0A7M7GUY5	A0A7M7GUY5_APIME	410195	COP9 signalosome complex subunit 6		6787.82	9335.3	12848.3
A0A7M7GUY7	A0A7M7GUY7_APIME	409490	Glutathione S-transferase D1 isoform X1	500900	29188.2	2.51778e+06	297973
A0A7M7GUZ2	A0A7M7GUZ2_APIME	551870	60S ribosomal protein L36		168667	211647	451629
A0A7M7GV04	A0A7M7GV04_APIME	LOC408982	Calcineurin B homologous protein 1		17297.3	9612.32	38393.1
A0A7M7GV11	A0A7M7GV11_APIME	102653784	Uncharacterized protein LOC102653784		17376.2	57486.9	67918.3
A0A7M7GV13	A0A7M7GV13_APIME	LOC725468	AN1-type zinc finger protein 1		5924.24	5909.95	
A0A7M7GV23	A0A7M7GV23_APIME	LOC552190	Prisilkin-39 isoform X1	1.22591e+06	258638	1.51338e+06	113023
A0A7M7GV30	A0A7M7GV30_APIME	102655452	Protein bcn92		31318.5	32802.6	45741.2
A0A7M7GV35	A0A7M7GV35_APIME	LOC408926	TEP1-F			3534.58	11764.9
A0A7M7GV40	A0A7M7GV40_APIME	ACSF2	Medium-chain acyl-CoA ligase ACSF2, mitochondrial			27976.3	144143
A0A7M7GV42	A0A7M7GV42_APIME	408851	Cysteine proteinase CG12163 isoform X1		167659	199694	159693
A0A7M7GV48	A0A7M7GV48_APIME	410607	Charged multivesicular body protein 3		22285.3	44878	72432.6
A0A7M7GV56	A0A7M7GV56_APIME	726337	Mitochondrial intermembrane space import and assembly protein 40-B		57101.3	105432	67717.3
A0A7M7GV61	A0A7M7GV61_APIME	408920	Very long-chain fatty acid transport protein		88489.2	91433	37373.7
A0A7M7GV65	A0A7M7GV65_APIME	724749	Uncharacterized protein LOC724749 isoform X1	1.19137e+06	1.15637e+06	864826	483907
A0A7M7GV72	A0A7M7GV72_APIME	552633	Phosphatidylcholine transfer protein		2914.15	4163.41	10610
A0A7M7GV90	A0A7M7GV90_APIME	LOC724738	Bis(5'-adenosyl)-triphosphatase enpp4 isoform X1		24586	16345.6	24118
A0A7M7GV91	A0A7M7GV91_APIME	LOC409053	Uncharacterized protein DDB_G0283697 isoform X1		40533.6	44147.9	
A0A7M7GVB5	A0A7M7GVB5_APIME	LOC411114	Synaptosomal-associated protein		97638.7	111229	90103.1
A0A7M7GVB8	A0A7M7GVB8_APIME	LOC100576504	Uncharacterized protein LOC100576504 isoform X1		114230	35309.2	
A0A7M7GVB9	A0A7M7GVB9_APIME	410580	Synaptic functional regulator FMR1 isoform X1		150716	110300	31143
A0A7M7GVC3	A0A7M7GVC3_APIME	411103	Small ribosomal subunit protein uS5m		33968.6	54858.2	52747.8
A0A7M7GVC8	A0A7M7GVC8_APIME	409377	vesicle-fusing ATPase	563805	1.36911e+06	1.01101e+06	427291
A0A7M7GVC9	A0A7M7GVC9_APIME	413795	WD repeat-containing protein 34		35674.6	27900.2	23878.5
A0A7M7GVD1	A0A7M7GVD1_APIME	409420	Cytochrome c oxidase assembly protein COX11, mitochondrial		18210.5	47725.5	40085.7
A0A7M7GVD2	A0A7M7GVD2_APIME	409666	ABC transporter G family member 20 isoform X1		99765.1	164094	20341
A0A7M7GVD4	A0A7M7GVD4_APIME	410575	mitogen-activated protein kinase kinase		4837.57	6431.21	11796.6
A0A7M7GVE0	A0A7M7GVE0_APIME	413935	Nucleolar protein 58		44793.7	60554.6	73530.7
A0A7M7GVE2	A0A7M7GVE2_APIME	410056	Serine/threonine-protein phosphatase 4 regulatory subunit 3 isoform X1		34789.6	34924.2	17682.7
A0A7M7GVF1	A0A7M7GVF1_APIME	413766	Zinc finger protein 2 homolog isoform X1				4774.39
A0A7M7GVG1	A0A7M7GVG1_APIME	409454	Glucose-induced degradation protein 8 homolog isoform X1		30952	41447	42793.3
A0A7M7GVH5	A0A7M7GVH5_APIME	LOC100578580	Guanine nucleotide exchange factor MSS4 homolog		31263.2	41248	16698.2
A0A7M7GVH6	A0A7M7GVH6_APIME	409790	Multiple coagulation factor deficiency protein 2 homolog		210421	306610	629320
A0A7M7GVH9	A0A7M7GVH9_APIME	551047	Tetratricopeptide repeat protein 1		34559.8	24018.3	32445.8
A0A7M7GVI5	A0A7M7GVI5_APIME	552815	High mobility group protein 20A		43911.1	46446.9	
A0A7M7GVJ9	A0A7M7GVJ9_APIME	100577376	Voltage-dependent calcium channel subunit alpha-2/delta-3-like isoform X1		101372	58100.4	19437.3
A0A7M7GVK1	A0A7M7GVK1_APIME	LOC726612	Evolutionarily conserved signaling intermediate in Toll pathway, mitochondrial		4388.61	19912.9	61412.2
A0A7M7GVM2	A0A7M7GVM2_APIME	726139	Tubulin-folding cofactor B		44675.6	33215.7	16904.2
A0A7M7GVM3	A0A7M7GVM3_APIME	LOC552641	39S ribosomal protein L2, mitochondrial		23239.1	35153.1	35428.3
A0A7M7GVP4	A0A7M7GVP4_APIME	102654567	Uncharacterized protein LOC102654567			28569.8	15494.3
A0A7M7GVQ0	A0A7M7GVQ0_APIME	LOC409099	HECT-type E3 ubiquitin transferase		14341.6	15528.2	17628.2
A0A7M7GVQ8	A0A7M7GVQ8_APIME	552382	Alpha-mannosidase		12936.2	26209.3	13005
A0A7M7GVR5	A0A7M7GVR5_APIME	100578925	Protein Tob1		12328.5	13205.6	
A0A7M7GVS7	A0A7M7GVS7_APIME	LOC724256	Neuferricin		21744.5	21489.6	42365.4
A0A7M7GVS9	A0A7M7GVS9_APIME	410856	Small ribosomal subunit protein mS29		23954.6	36253.8	22189.9
A0A7M7GVT8	A0A7M7GVT8_APIME	LOC410864	Nuclear pore complex protein Nup50 isoform X1		141504	165388	57805.4
A0A7M7GVU5	A0A7M7GVU5_APIME	LOC724187	Leucine-rich repeat neuronal protein 3 isoform X1		29186		46238.7
A0A7M7GVV0	A0A7M7GVV0_APIME	551538	Lysine--tRNA ligase		62214.8	52841.1	52765.2
A0A7M7GVV5	A0A7M7GVV5_APIME	LOC102655072	Microtubule-associated protein futsch-like isoform X1		34276.5	59999.3	
A0A7M7GVV7	A0A7M7GVV7_APIME	102656107	Immunoglobulin-binding protein 1		45906.9	31004.8	15529
A0A7M7GVW9	A0A7M7GVW9_APIME	550991	Protein HID1 isoform X1		8107.6	13602	8706.52
A0A7M7GVX5	A0A7M7GVX5_APIME	102654121	Protein YIPF5		19180.8	74745.1	106709
A0A7M7GVY3	A0A7M7GVY3_APIME	410094	Protein RER1		24870.9	126318	288355
A0A7M7GVY5	A0A7M7GVY5_APIME	410030	Protein SEC13 homolog		110077	97211.2	116030
A0A7M7GVZ0	A0A7M7GVZ0_APIME	LOC725470	Uncharacterized protein LOC725470 isoform X1		13649.9	12517.8	91284.8
A0A7M7GVZ7	A0A7M7GVZ7_APIME	409558	Polyadenylate-binding protein 2-B		59243.1	73722.6	16531
A0A7M7GW05	A0A7M7GW05_APIME	725147	Small ribosomal subunit protein uS14	127611	193295	141464	47367.9
A0A7M7GW12	A0A7M7GW12_APIME	409662	5'-AMP-activated protein kinase subunit beta-1		33679.3	56492.6	15873.6
A0A7M7GW25	A0A7M7GW25_APIME	LOC100577724	ELMO domain-containing protein 2		6043.96		12828.2
A0A7M7GW29	A0A7M7GW29_APIME	413139	Phenylalanine--tRNA ligase, mitochondrial		15977.7	33399.9	21085.7
A0A7M7GW30	A0A7M7GW30_APIME	LOC551581	N-acetylgalactosamine kinase isoform X1		4953.46	14340.4	146055
A0A7M7GW50	A0A7M7GW50_APIME	725195	Transformer-2 sex-determining protein isoform X1		6611.81	17076.9	6175.22
A0A7M7GW51	A0A7M7GW51_APIME	551557	Uncharacterized protein LOC551557		107183	296992	97451.1
A0A7M7GW52	A0A7M7GW52_APIME	LOC409340	UV excision repair protein RAD23		159441	151265	58045.9
A0A7M7GW54	A0A7M7GW54_APIME	LOC551168	Protein sidekick isoform X1		1138.73	1670.97	3578.08
A0A7M7GW58	A0A7M7GW58_APIME	409292	Isocitrate dehydrogenase [NAD] subunit, mitochondrial	612893	404949	697785	622555
A0A7M7GW59	A0A7M7GW59_APIME	410306	ADP-ribosylation factor		19707.8	26826	36762.8
A0A7M7GW63	A0A7M7GW63_APIME	LOC410862	Solute carrier family 41 member 3 isoform X1				18864
A0A7M7GW68	A0A7M7GW68_APIME	LOC408831	Ribosome-releasing factor 2, mitochondrial		14671.4	26843.1	32861.7
A0A7M7GW69	A0A7M7GW69_APIME	725665	5-oxoprolinase isoform X1		114831	120989	160434
A0A7M7GW75	A0A7M7GW75_APIME	LOC725150	Uncharacterized protein LOC725150		23012	30411.3	9539.91
A0A7M7GW82	A0A7M7GW82_APIME	409540	MOB kinase activator 1B isoform X1		7786.6	9189.13	4449.52
A0A7M7GW88	A0A7M7GW88_APIME	LOC410099	THO complex subunit 2		8499.84	9879.71	8549.6
A0A7M7GW93	A0A7M7GW93_APIME	409045	Transcription elongation regulator 1 isoform X1		52501.4	50749.9	30524.9
A0A7M7GWA9	A0A7M7GWA9_APIME	LOC551072	carbonyl reductase (NADPH)		111207	75975.5	49046.7
A0A7M7GWB1	A0A7M7GWB1_APIME	LOC413047	Venom carboxylesterase-6-like		34077.2	29064.6	57526.4
A0A7M7GWB3	A0A7M7GWB3_APIME	409191	SUMO-activating enzyme subunit		34514	59631.2	74152.5
A0A7M7GWC3	A0A7M7GWC3_APIME	LOC102656725	Uncharacterized protein LOC102656725		4282.79		
A0A7M7GWC4	A0A7M7GWC4_APIME	LOC552289	RNA-binding protein 39 isoform X1		22680	26334	14297.5
A0A7M7GWC5	A0A7M7GWC5_APIME	LOC100578890	Uncharacterized protein LOC100578890		11294	10470.4	5265.06
A0A7M7GWC9	A0A7M7GWC9_APIME	411272	Acyl-CoA-binding protein		256236	119989	83577.9
A0A7M7GWD6	A0A7M7GWD6_APIME	102656215	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex assembly factor 3		134229	292305	133175
A0A7M7GWF0	A0A7M7GWF0_APIME	LOC551395	Acetyl-CoA acetyltransferase, cytosolic	723284	310229	2.69278e+06	551251
A0A7M7GWF8	A0A7M7GWF8_APIME	LOC413484	nicotinamidase		27995.4	19371.8	14377.6
A0A7M7GWG0	A0A7M7GWG0_APIME	726589	Dentin matrix acidic phosphoprotein 1		6578.52	5585.44	5663.75
A0A7M7GWJ2	A0A7M7GWJ2_APIME	727424	Mitochondrial thiamine pyrophosphate carrier		10173.4	49791.6	41264.8
A0A7M7GWK4	A0A7M7GWK4_APIME	551892	Cytoplasmic protein NCK1 isoform X1		52010	30389	22198.8
A0A7M7GWK7	A0A7M7GWK7_APIME	412069	UTP--glucose-1-phosphate uridylyltransferase		230291	251809	467500
A0A7M7GWM1	A0A7M7GWM1_APIME	410730	DnaJ homolog subfamily C member 22				8048.95
A0A7M7GWM3	A0A7M7GWM3_APIME	LOC409219	Phospholipase A-2-activating protein		46974.4	43226.6	28621.7
A0A7M7GWM4	A0A7M7GWM4_APIME	411618	Large ribosomal subunit protein bL27m		16421.8	40825	25455.8
A0A7M7GWM7	A0A7M7GWM7_APIME	552617	cyclin-dependent kinase		3164.18		9517.43
A0A7M7GWM8	A0A7M7GWM8_APIME	LOC551758	Arylsulfatase B isoform X1		61664	99908.7	88537.6
A0A7M7GWN0	A0A7M7GWN0_APIME	LOC100578653	DNA 5'-3' helicase		9506.2		8716.72
A0A7M7GWN3	A0A7M7GWN3_APIME	412046	Trithorax group protein osa isoform X1		22942.1	22897.5	8496.07
A0A7M7GWN4	A0A7M7GWN4_APIME	LOC411468	GRAM domain-containing protein 1B		6954.42	11133.5	7004.6
A0A7M7GWN5	A0A7M7GWN5_APIME	552073	Arylsulfatase B		103392	130947	267630
A0A7M7GWN7	A0A7M7GWN7_APIME	409756	vesicle-fusing ATPase		235823	174342	75308.8
A0A7M7GWQ1	A0A7M7GWQ1_APIME	726653	Mitochondrial import inner membrane translocase subunit TIM14 isoform X1		65985.4	118816	79900.4
A0A7M7GWQ8	A0A7M7GWQ8_APIME	410922	Wiskott-Aldrich syndrome protein family member		39338.6	23908.6	40518.7
A0A7M7GWR5	A0A7M7GWR5_APIME	409932	b(0,+)-type amino acid transporter 1			7394.95	7665.13
A0A7M7GWR8	A0A7M7GWR8_APIME	409221	Uncharacterized protein LOC409221 isoform X1		20730.9	7483.17	
A0A7M7GWS1	A0A7M7GWS1_APIME	100579019	Probable salivary secreted peptide		22469.5	162534	723299
A0A7M7GWS7	A0A7M7GWS7_APIME	LOC408680	Ryanodine receptor isoform X1		146287	134626	68712.9
A0A7M7GWT6	A0A7M7GWT6_APIME	LOC100577927	Polynucleotide 5'-hydroxyl-kinase NOL9				5292.27
A0A7M7GWU1	A0A7M7GWU1_APIME	725626	RNA-binding protein squid	131940	266126	279958	78207.5
A0A7M7GWU2	A0A7M7GWU2_APIME	725683	Uncharacterized protein LOC725683 isoform X1	400007	4.6402e+06	1.40237e+06	115622
A0A7M7GWU3	A0A7M7GWU3_APIME	LOC551891	Molybdenum cofactor biosynthesis protein 1		28630	63109.5	216539
A0A7M7GWU4	A0A7M7GWU4_APIME	LOC413542	polyribonucleotide nucleotidyltransferase		45616.5	96026.5	75633.6
A0A7M7GWV4	A0A7M7GWV4_APIME	LOC408470	NAD(+) kinase		8743.13	9983.54	9339.7
A0A7M7GWW9	A0A7M7GWW9_APIME	724306	CDAN1-interacting nuclease 1		22093.6	18215.1	7615.44
A0A7M7GWX6	A0A7M7GWX6_APIME	412116	RNA-binding protein 45 isoform X1		6800.01	18750.7	
A0A7M7GWX9	A0A7M7GWX9_APIME	LOC408594	Triple functional domain protein isoform X1		25780	13669.9	5676.06
A0A7M7GWZ7	A0A7M7GWZ7_APIME	LOC408676	CREB-regulated transcription coactivator 1 isoform X1		17259.3	26225.6	
A0A7M7GWZ9	A0A7M7GWZ9_APIME	LOC551823	Probable ATP-dependent RNA helicase DDX23		22310.1	20224.2	13518.5
A0A7M7GX04	A0A7M7GX04_APIME	410916	Translocation protein SEC62		87757.1	102533	57284.1
A0A7M7GX08	A0A7M7GX08_APIME	726243	Flotillin-2 isoform X1		189769	232118	167148
A0A7M7GX13	A0A7M7GX13_APIME	551167	ABC-type xenobiotic transporter	137371	86214.8	192718	210433
A0A7M7GX16	A0A7M7GX16_APIME	LOC412655	Uncharacterized protein LOC412655		13011.5	22164.6	3857.1
A0A7M7GX17	A0A7M7GX17_APIME	LOC410793	Uncharacterized protein LOC410793		14714.8	25769.7	61719.3
A0A7M7GX24	A0A7M7GX24_APIME	LOC408972	Transgelin	812140	2.35235e+06	2.25378e+06	370494
A0A7M7GX52	A0A7M7GX52_APIME	410824	Spondin-1		26130.5	11406.2	14537.1
A0A7M7GX53	A0A7M7GX53_APIME	724293	Protein yellow	1.42912e+06	3.70439e+06	2.86416e+06	824728
A0A7M7GX59	A0A7M7GX59_APIME	LOC724569	Uncharacterized protein LOC724569		172415	127241	40133.9
A0A7M7GX63	A0A7M7GX63_APIME	411573	Cell cycle control protein 50A isoform X1		20452.1	27485.9	43549.9
A0A7M7GX76	A0A7M7GX76_APIME	725957	Krueppel homolog 2	98977.4	69846.9	114029	157262
A0A7M7GX77	A0A7M7GX77_APIME	410530	Alkaline phosphatase		13377.3	36647.3	93531.6
A0A7M7GX79	A0A7M7GX79_APIME	LOC100577675	Trifunctional purine biosynthetic protein adenosine-3		10883	11963.1	10230.2
A0A7M7GX98	A0A7M7GX98_APIME	724269	Connectin		19301.7		
A0A7M7GX99	A0A7M7GX99_APIME	LOC100576125	Nucleoporin NDC1 isoform X1		2852.35	4932.56	16998.8
A0A7M7GXA8	A0A7M7GXA8_APIME	552044	Uncharacterized protein LOC552044 isoform X1		169487	62323.5	13922.1
A0A7M7GXB7	A0A7M7GXB7_APIME	410012	WW domain-binding protein 2 isoform X1		81322	120841	120977
A0A7M7GXB9	A0A7M7GXB9_APIME	410371	Calcium-transporting ATPase	821978	1.64368e+06	1.01481e+06	594330
A0A7M7GXC3	A0A7M7GXC3_APIME	552277	Class E basic helix-loop-helix protein 22		74352.3	71756.2	16145.8
A0A7M7GXC5	A0A7M7GXC5_APIME	411633	UDP-glucose 4-epimerase				22695.9
A0A7M7GXE5	A0A7M7GXE5_APIME	411510	DNA-directed RNA polymerases I and III subunit RPAC1		38218.4	28871.3	33306.2
A0A7M7GXF1	A0A7M7GXF1_APIME	LOC408900	Abasic site processing protein HMCES		61540.8	92466.1	29208.3
A0A7M7GXG6	A0A7M7GXG6_APIME	412742	Chromatin-remodeling complex ATPase chain Iswi		50908.8	44924.7	33434.9
A0A7M7GXG8	A0A7M7GXG8_APIME	LOC100576770	Serine hydrolase-like protein 2 isoform X1			14048.4	53892.8
A0A7M7GXG9	A0A7M7GXG9_APIME	412094	Protein catecholamines up		28699	92861.6	162973
A0A7M7GXH1	A0A7M7GXH1_APIME	412816	Syntaxin-7		120375	116233	80935.4
A0A7M7GXH4	A0A7M7GXH4_APIME	LOC408267	Syntaxin-binding protein 5-like		17190.5	12895.5	3346.65
A0A7M7GXI0	A0A7M7GXI0_APIME	410915	Aquaporin AQPAn.G isoform X1		30576.9	221172	135528
A0A7M7GXI2	A0A7M7GXI2_APIME	LOC726065	Uncharacterized protein LOC726065		11590.3	17889.4	
A0A7M7GXI3	A0A7M7GXI3_APIME	LOC408882	Septin		31988.7	43877.7	75321.8
A0A7M7GXJ0	A0A7M7GXJ0_APIME	LOC727396	non-specific serine/threonine protein kinase		3524.11	5893.59	5166.37
A0A7M7GXJ2	A0A7M7GXJ2_APIME	100577386	Ankyrin repeat and LEM domain-containing protein 2 isoform X1		7341.81	7573.67	
A0A7M7GXL7	A0A7M7GXL7_APIME	LOC552223	DnaJ homolog shv		73368.3	85134	414433
A0A7M7GXN0	A0A7M7GXN0_APIME	413080	Pyruvate dehydrogenase [acetyl-transferring]-phosphatase 1, mitochondrial isoform X1		11970.6	21972	29425.2
A0A7M7GXN7	A0A7M7GXN7_APIME	411595	Clathrin light chain		331254	325282	127802
A0A7M7GXP3	A0A7M7GXP3_APIME	LOC412320	Solute carrier family 35 member F6		12744.9	19567	33383.8
A0A7M7GXP4	A0A7M7GXP4_APIME	LOC413001	Extended synaptotagmin-1 isoform X1		94922.7	167026	129896
A0A7M7GXQ1	A0A7M7GXQ1_APIME	LOC724304	ATP-binding cassette sub-family G member 1 isoform X1			5051.53	7535.71
A0A7M7GXT6	A0A7M7GXT6_APIME	LOC409364	Ras-related protein Rab-1		72710.9	50886.3	12263.6
A0A7M7GXT7	A0A7M7GXT7_APIME	LOC409533	Annexin	1.02502e+06	1.23677e+06	1.30276e+06	1.94273e+06
A0A7M7GXT8	A0A7M7GXT8_APIME	LOC724700	Transferase CAF17 homolog, mitochondrial		44254.1	86346.1	101199
A0A7M7GXT9	A0A7M7GXT9_APIME	725668	Phospholipase B1, membrane-associated		15635.3		
A0A7M7GXU2	A0A7M7GXU2_APIME	551224	Aminopeptidase		6510.19		18693.5
A0A7M7GXU4	A0A7M7GXU4_APIME	LOC724719	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 11, mitochondrial	216609	207818	326705	176594
A0A7M7GXU6	A0A7M7GXU6_APIME	LOC409717	MOG interacting and ectopic P-granules protein 1		16830.2	13525	4610.86
A0A7M7GXU9	A0A7M7GXU9_APIME	LOC100578618	Uncharacterized protein LOC100578618		77346.6	29677.8	21956.2
A0A7M7GXV0	A0A7M7GXV0_APIME	LOC551089	Uncharacterized protein LOC551089				10116.8
A0A7M7GXV2	A0A7M7GXV2_APIME	552319	26S proteasome non-ATPase regulatory subunit 6		65275.9	102944	164022
A0A7M7GXW1	A0A7M7GXW1_APIME	LOC726920	Uncharacterized protein LOC726920		3344.77	47174.4	69048.8
A0A7M7GXW9	A0A7M7GXW9_APIME	100576667	RING-type E3 ubiquitin transferase		47498.7	66226.2	60592.4
A0A7M7GXX3	A0A7M7GXX3_APIME	LOC100576196	Uncharacterized protein LOC100576196 isoform X1		2592.22	22780.4	
A0A7M7GXZ4	A0A7M7GXZ4_APIME	LOC726552	Ubiquitin-like protein NEDD8		7977.6	28363.6	
A0A7M7GXZ5	A0A7M7GXZ5_APIME	LOC408677	Titin isoform X1		553814	277581	24355.7
A0A7M7GXZ7	A0A7M7GXZ7_APIME	408601	Aprataxin		13550.4	14537.3	
A0A7M7GY08	A0A7M7GY08_APIME	LOC724170	DNA polymerase		15668		
A0A7M7GY22	A0A7M7GY22_APIME	LOC410819	Proton channel OtopLc isoform X1		25775.7	147829	18964.1
A0A7M7GY25	A0A7M7GY25_APIME	LOC413025	Peroxidasin		27125.6	31068.8	15345.5
A0A7M7GY32	A0A7M7GY32_APIME	552320	Uncharacterized protein LOC552320		46925.1	106704	6895.24
A0A7M7GY33	A0A7M7GY33_APIME	725882	Uncharacterized protein LOC725882		459084	419492	44125.6
A0A7M7GY42;A0A7M7MLW8	A0A7M7GY42_APIME;A0A7M7MLW8_APIME	LOC409631;LOC410823	Transient receptor potential-gamma protein isoform X1		30473.4		
A0A7M7GY47	A0A7M7GY47_APIME	551679	Transmembrane protein 47 isoform X2			4411.87	12600.9
A0A7M7GY55	A0A7M7GY55_APIME	LOC551243	alanine--tRNA ligase		27321.8	32621	84906.6
A0A7M7GY58	A0A7M7GY58_APIME	726803	Uncharacterized protein LOC726803 isoform X1		43899.5	40052	8214.86
A0A7M7GY61	A0A7M7GY61_APIME	413959	Multidrug resistance-associated protein 4		14788.8	33250.5	72115.8
A0A7M7GY63	A0A7M7GY63_APIME	LOC552724	Zinc finger CCCH domain-containing protein 13		10734	10405.9	
A0A7M7GY69	A0A7M7GY69_APIME	LOC102655673	Mitochondrial import inner membrane translocase subunit Tim16		64559.3	109311	69349.2
A0A7M7GY70	A0A7M7GY70_APIME	LOC413583	Uncharacterized protein LOC413583 isoform X1		3183.38		
A0A7M7GY78	A0A7M7GY78_APIME	LOC408510	Uncharacterized protein LOC408510			11374.1	30889
A0A7M7GY82	A0A7M7GY82_APIME	412092	Myosin heavy chain, non-muscle isoform X1	254905	147734	221166	727051
A0A7M7GY86	A0A7M7GY86_APIME	552124	Tetraspanin		75156.6	153683	196909
A0A7M7GYA0	A0A7M7GYA0_APIME	412796	3-hydroxyisobutyryl-CoA hydrolase, mitochondrial		118059	196602	382599
A0A7M7GYA2	A0A7M7GYA2_APIME	LOC409353	WD repeat-containing protein 43		6579.8	11492.5	18503.1
A0A7M7GYB4	A0A7M7GYB4_APIME	LOC409843	Myosin heavy chain, muscle isoform X7	5.25187e+06	4.04072e+06	6.40949e+06	6.37326e+06
A0A7M7GYD0	A0A7M7GYD0_APIME	LOC410095	Proteasome subunit alpha type		211552	116127	194234
A0A7M7GYD9	A0A7M7GYD9_APIME	LOC410717	MAP/microtubule affinity-regulating kinase 3		59677.4	44169.6	55038.6
A0A7M7GYE0	A0A7M7GYE0_APIME	551235	ATP-binding cassette sub-family E member 1		16219.5	15425.4	10806.7
A0A7M7GYE4	A0A7M7GYE4_APIME	410208	non-specific serine/threonine protein kinase		34272.3	26119.5	
A0A7M7GYI9	A0A7M7GYI9_APIME	552590	Transmembrane protein 120 homolog isoform X1				11672.1
A0A7M7GYJ3	A0A7M7GYJ3_APIME	LOC102655259	NOL1/NOP2/Sun domain family member 4			16946.7	32388.7
A0A7M7GYJ4	A0A7M7GYJ4_APIME	411192	Ribosome biogenesis regulatory protein		31257.4	29250.9	40791.4
A0A7M7GYK2	A0A7M7GYK2_APIME	LOC551375	Receptor-type tyrosine-protein phosphatase N2 isoform X1		31084.9	15124.9	
A0A7M7GYK5	A0A7M7GYK5_APIME	551263	Monocarboxylate transporter 13 isoform X1		4288.94	7591.04	
A0A7M7GYL8	A0A7M7GYL8_APIME	100577981	Insulin-like growth factor-binding protein complex acid labile subunit				105322
A0A7M7GYM5	A0A7M7GYM5_APIME	LOC413670	Uncharacterized F-box/LRR-repeat protein C02F5.7 isoform X1		60253.7	67374.3	39222.8
A0A7M7GYM7	A0A7M7GYM7_APIME	724996	UPF0587 protein C1orf123 homolog		14431.4	10396.7	10852.6
A0A7M7GYN2	A0A7M7GYN2_APIME	410280	GTP-binding nuclear protein		76816.4	96437.7	79091.9
A0A7M7GYP7	A0A7M7GYP7_APIME	LOC411969	Heterogeneous nuclear ribonucleoprotein M isoform X1	209347	486935	471634	108594
A0A7M7GYR9	A0A7M7GYR9_APIME	LOC552244	Uncharacterized protein LOC552244 isoform X1		22882.6	43185.3	26416.3
A0A7M7GYS8	A0A7M7GYS8_APIME	410815	Troponin I	1.35783e+06	4.94866e+06	4.32179e+06	224577
A0A7M7GYT3	A0A7M7GYT3_APIME	LOC551113	Multifunctional fusion protein	297153	549364	1.03053e+06	193577
A0A7M7GYT5	A0A7M7GYT5_APIME	408349	Mitochondrial inner membrane protein OXA1L		39574.8	148574	208808
A0A7M7GYT9	A0A7M7GYT9_APIME	LOC551529	Fibroblast growth factor		85364.9	76669.1	46954.8
A0A7M7GYW5	A0A7M7GYW5_APIME	LOC725039	Eukaryotic translation initiation factor 4E-binding protein 1		90670.1	75102.3	10226.9
A0A7M7GYW6	A0A7M7GYW6_APIME	551283	SUMO-conjugating enzyme UBC9-B		35205	40602.4	40328.3
A0A7M7GYX0	A0A7M7GYX0_APIME	107963960	Transcription elongation factor		44824.5	39627.8	7794.6
A0A7M7GYX5	A0A7M7GYX5_APIME	550689	RING-type E3 ubiquitin transferase		119975	119578	23385.9
A0A7M7GYX9	A0A7M7GYX9_APIME	411472	dynamin GTPase		151779	160845	91134.1
A0A7M7GYY0	A0A7M7GYY0_APIME	725473	Cell division cycle protein 123 homolog			36924.8	
A0A7M7GYY4	A0A7M7GYY4_APIME	552509	MKI67 FHA domain-interacting nucleolar phosphoprotein-like		10959.3	9581.44	7624.05
A0A7M7GYY6	A0A7M7GYY6_APIME	Syx1A	Syntaxin 1A isoform X2		90504.4	75261.3	128694
A0A7M7GYY7	A0A7M7GYY7_APIME	413354	Integrin-linked protein kinase homolog pat-4		221347	260221	170343
A0A7M7GYZ8	A0A7M7GYZ8_APIME	552651	Stress response protein NST1 isoform X1			93680	16770.7
A0A7M7GYZ9	A0A7M7GYZ9_APIME	LOC412865	Collagen alpha-1(IX) chain isoform X1		245757	146061	42289.2
