id,mz,mz_range:min,mz_range:max,rt,rt_range:min,rt_range:max,area,height,intensity_range:min,intensity_range:max,charge,fragment_scans,alignment_scores:rate,alignment_scores:aligned_features_n,alignment_scores:align_extra_features,alignment_scores:weighted_distance_score,alignment_scores:mz_diff_ppm,alignment_scores:mz_diff,alignment_scores:rt_absolute_error,alignment_scores:ion_mobility_absolute_error,molecular_networking:net_cluster_id,molecular_networking:net_community_id,molecular_networking:edges,molecular_networking:net_cluster_size,molecular_networking:net_community_size,ion_identities:iin_id,ion_identities:ion_identities,ion_identities:list_size,ion_identities:neutral_mass,ion_identities:partner_row_ids,ion_identities:iin_relationship,ion_identities:consensus_formulas,ion_identities:simple_formulas,preferred_annotation:compound_name,preferred_annotation:mol_formula,preferred_annotation:adduct,preferred_annotation:score,preferred_annotation:precursor_mz,preferred_annotation:annotation_method,preferred_annotation:n_matching_signals,preferred_annotation:explained_intensity_percent,preferred_annotation:smiles,preferred_annotation:inchi,preferred_annotation:neutral_mass,preferred_annotation:mz_diff,preferred_annotation:mz_diff_ppm,preferred_annotation:rt_absolute_error,spectral_db_matches:spectral_db_matches,spectral_db_matches:compound_name,spectral_db_matches:similarity_score,spectral_db_matches:n_matching_signals,spectral_db_matches:explained_intensity_percent,spectral_db_matches:ion_adduct,spectral_db_matches:mol_formula,spectral_db_matches:smiles,spectral_db_matches:inchi,spectral_db_matches:neutral_mass,spectral_db_matches:precursor_mz,spectral_db_matches:mz_diff,spectral_db_matches:mz_diff_ppm,spectral_db_matches:rt_absolute_error,lipid_annotations:lipid_annotations,lipid_annotations:ion_adduct,lipid_annotations:mol_formula,lipid_annotations:mz_diff_ppm,lipid_annotations:explained_intensity_percent,feature_group,datafile:Crop_P1-A-1_562.d:feature_state,datafile:Crop_P1-A-1_562.d:mz,datafile:Crop_P1-A-1_562.d:mz_range:min,datafile:Crop_P1-A-1_562.d:mz_range:max,datafile:Crop_P1-A-1_562.d:rt,datafile:Crop_P1-A-1_562.d:rt_range:min,datafile:Crop_P1-A-1_562.d:rt_range:max,datafile:Crop_P1-A-1_562.d:fwhm,datafile:Crop_P1-A-1_562.d:area,datafile:Crop_P1-A-1_562.d:height,datafile:Crop_P1-A-1_562.d:intensity_range:min,datafile:Crop_P1-A-1_562.d:intensity_range:max,datafile:Crop_P1-A-1_562.d:charge,datafile:Crop_P1-A-1_562.d:fragment_scans,datafile:Crop_P1-A-1_562.d:isotopes,datafile:Crop_P1-A-1_562.d:tailing_factor,datafile:Crop_P1-A-1_562.d:asymmetry_factor,datafile:Crop_P1-A-1_562.d:msms_info,datafile:Crop_P1-A-1_562.d:rt_ms2_apex_distance,datafile:Hind_P1-A-3_564.d:feature_state,datafile:Hind_P1-A-3_564.d:mz,datafile:Hind_P1-A-3_564.d:mz_range:min,datafile:Hind_P1-A-3_564.d:mz_range:max,datafile:Hind_P1-A-3_564.d:rt,datafile:Hind_P1-A-3_564.d:rt_range:min,datafile:Hind_P1-A-3_564.d:rt_range:max,datafile:Hind_P1-A-3_564.d:fwhm,datafile:Hind_P1-A-3_564.d:area,datafile:Hind_P1-A-3_564.d:height,datafile:Hind_P1-A-3_564.d:intensity_range:min,datafile:Hind_P1-A-3_564.d:intensity_range:max,datafile:Hind_P1-A-3_564.d:charge,datafile:Hind_P1-A-3_564.d:fragment_scans,datafile:Hind_P1-A-3_564.d:isotopes,datafile:Hind_P1-A-3_564.d:tailing_factor,datafile:Hind_P1-A-3_564.d:asymmetry_factor,datafile:Hind_P1-A-3_564.d:msms_info,datafile:Hind_P1-A-3_564.d:rt_ms2_apex_distance,datafile:Mid_P1-A-2_563.d:feature_state,datafile:Mid_P1-A-2_563.d:mz,datafile:Mid_P1-A-2_563.d:mz_range:min,datafile:Mid_P1-A-2_563.d:mz_range:max,datafile:Mid_P1-A-2_563.d:rt,datafile:Mid_P1-A-2_563.d:rt_range:min,datafile:Mid_P1-A-2_563.d:rt_range:max,datafile:Mid_P1-A-2_563.d:fwhm,datafile:Mid_P1-A-2_563.d:area,datafile:Mid_P1-A-2_563.d:height,datafile:Mid_P1-A-2_563.d:intensity_range:min,datafile:Mid_P1-A-2_563.d:intensity_range:max,datafile:Mid_P1-A-2_563.d:charge,datafile:Mid_P1-A-2_563.d:fragment_scans,datafile:Mid_P1-A-2_563.d:isotopes,datafile:Mid_P1-A-2_563.d:tailing_factor,datafile:Mid_P1-A-2_563.d:asymmetry_factor,datafile:Mid_P1-A-2_563.d:msms_info,datafile:Mid_P1-A-2_563.d:rt_ms2_apex_distance
3269,248.06939,248.06847,248.07196,0.8281,0.7364,0.86,4.923E2,1.057E4,3.7E2,1.057E4,1,0,0.167,1,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,ESTIMATED,248.06951,248.06914,248.07004,0.8265,0.8127,0.8403,0.0231,1.359E1,8.9E2,3.7E2,8.9E2,,,,1.0006,1.0012,0,,ESTIMATED,248.06901,248.06901,248.06965,0.8321,0.8253,0.839,0.0137,1.145E1,1.667E3,1.667E3,1.667E3,,,,1.0002,1.0003,0,,DETECTED,248.06965,248.06847,248.07196,0.8256,0.7364,0.86,0.0567,4.923E2,1.057E4,5.064E2,1.057E4,1,,11,0.7098,0.4184,0,
3272,254.00746,254.00638,254.00947,0.8304,0.7569,0.86,1.865E3,3.285E4,2.98E3,3.285E4,1,0,0.167,1,1,1,0,0,0,0,,,,,,59,[M+Na]+,3,231.01859,3317;3238;3272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,ESTIMATED,254.00727,254.00727,254.00744,0.8334,0.8265,0.8403,0.0138,2.6E1,3.772E3,3.772E3,3.772E3,,,,0.9988,0.9975,0,,ESTIMATED,254.00767,254.00744,254.00767,0.8321,0.8253,0.839,0.0137,2.047E1,2.98E3,2.98E3,2.98E3,,,,1.0002,1.0003,0,,DETECTED,254.00744,254.00638,254.00947,0.8256,0.7569,0.86,0.0576,1.865E3,3.285E4,6.587E3,3.285E4,1,,22,0.75,0.5,0,
3274,268.05022,268.04829,268.05275,0.8256,0.7432,0.8668,3.773E2,7.51E3,5.205E2,7.51E3,1,0,0.167,1,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,UNKNOWN,,,,,,,,,,,,,,,,,0,,UNKNOWN,,,,,,,,,,,,,,,,,0,,DETECTED,268.05022,268.04829,268.05275,0.8256,0.7432,0.8668,0.0682,3.773E2,7.51E3,5.205E2,7.51E3,1,,9,0.7361,0.4057,0,
3276,277.02326,277.02015,277.02817,0.8258,0.7364,0.8875,2.887E2,6.854E3,1.182E2,6.854E3,1,0,0.167,1,1,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,ESTIMATED,277.02413,277.02302,277.02413,0.8265,0.8196,0.8334,0.0138,4.046E0,5.87E2,5.87E2,5.87E2,,,,1.0013,1.0026,0,,ESTIMATED,277.02262,277.02164,277.02385,0.8253,0.8115,0.8321,0.0242,5.447E0,4.4E2,3.53E2,4.4E2,,,,0.75,0.4999,0,,DETECTED,277.02302,277.02015,277.02817,0.8256,0.7364,0.8875,0.0628,2.887E2,6.854E3,1.182E2,6.854E3,1,,7,1.0341,1.8694,0,
3279,317.11504,317.1142,317.11806,0.8212,0.7569,0.8531,3.984E3,1.45E5,8.92E2,1.45E5,1,1,0.167,1,0,1,0,0,0,0,114,-1,0,1,0,56,[M+H]+,2,316.10789,3279;3324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,ESTIMATED,317.11475,317.11475,317.11551,0.8265,0.8196,0.8334,0.0138,2.218E1,3.218E3,3.218E3,3.218E3,,,,1.0013,1.0026,0,,ESTIMATED,317.11486,317.1142,317.11551,0.8115,0.7978,0.8184,0.013,2.007E1,2.03E3,8.92E2,2.03E3,,,,0.7501,0.5003,0,,DETECTED,317.11551,317.11498,317.11806,0.8256,0.7569,0.8531,0.0758,3.984E3,1.45E5,1.428E3,1.45E5,1,1,34,0.6818,0.3023,2,-0.0023
3280,319.11561,319.11283,319.11768,0.8166,0.7569,0.8531,7.363E2,2.242E4,1.83E2,2.242E4,1,0,0.167,1,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,ESTIMATED,319.11492,319.11492,319.116,0.8058,0.799,0.8127,0.0138,1.261E0,1.83E2,1.83E2,1.83E2,,,,1.0012,1.0023,0,,ESTIMATED,319.11591,319.11591,319.116,0.8184,0.8115,0.8253,0.0137,5.028E0,7.32E2,7.32E2,7.32E2,,,,1,0.9999,0,,DETECTED,319.116,319.11283,319.11768,0.8256,0.7569,0.8531,0.0225,7.363E2,2.242E4,3.85E2,2.242E4,1,,34,0.7,0.3295,0,
3283,331.95147,331.94693,331.95607,0.8304,0.7364,0.9218,6.37E2,1.213E4,1.984E2,1.213E4,1,0,0.167,1,1,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,ESTIMATED,331.95172,331.95041,331.9522,0.8334,0.8196,0.8541,0.0104,1.64E1,1.186E3,2.21E2,1.186E3,,,,1.2503,2.7098,0,,ESTIMATED,331.95168,331.95066,331.95267,0.8321,0.8184,0.8527,0.0321,2.082E1,1.178E3,3.13E2,1.178E3,,,,1.2501,1.5001,0,,DETECTED,331.95102,331.94693,331.95607,0.8256,0.7364,0.9218,0.0267,6.37E2,1.213E4,1.984E2,1.213E4,1,,8,0.8446,0.4346,0,
3284,333.15945,333.1579,333.16055,0.8256,0.7982,0.8531,1.64E2,7.898E3,2.126E2,7.898E3,1,0,0.167,1,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,UNKNOWN,,,,,,,,,,,,,,,,,0,,UNKNOWN,,,,,,,,,,,,,,,,,0,,DETECTED,333.15945,333.1579,333.16055,0.8256,0.7982,0.8531,0.0218,1.64E2,7.898E3,2.126E2,7.898E3,1,,19,0.9719,0.9693,0,
3288,348.20058,348.19849,348.2031,0.8256,0.7501,0.8531,2.948E2,5.863E3,5.497E2,5.863E3,1,0,0.167,1,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,UNKNOWN,,,,,,,,,,,,,,,,,0,,UNKNOWN,,,,,,,,,,,,,,,,,0,,DETECTED,348.20058,348.19849,348.2031,0.8256,0.7501,0.8531,0.0287,2.948E2,5.863E3,5.497E2,5.863E3,1,,3,0.6818,1.2751,0,
3289,353.09215,353.08925,353.09517,0.8256,0.7569,0.8531,5.119E2,1.851E4,1.567E2,1.851E4,1,0,0.167,1,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,UNKNOWN,,,,,,,,,,,,,,,,,0,,UNKNOWN,,,,,,,,,,,,,,,,,0,,DETECTED,353.09215,353.08925,353.09517,0.8256,0.7569,0.8531,0.0209,5.119E2,1.851E4,1.567E2,1.851E4,1,,10,0.9913,0.5493,0,
3290,357.24838,357.24555,357.2565,0.8213,0.7772,0.9012,1.141E3,2.633E4,5.72E2,2.633E4,1,1,0.167,1,0,1,0,0,0,0,115,-1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,ESTIMATED,357.24831,357.24831,357.24911,0.8541,0.8472,0.861,0.0138,5.866E0,8.52E2,8.52E2,8.52E2,,,,1.0001,1.0001,0,,ESTIMATED,357.24773,357.24773,357.24911,0.784,0.7772,0.7909,0.0137,3.929E0,5.72E2,5.72E2,5.72E2,,,,1.0001,1.0001,0,,DETECTED,357.24911,357.24555,357.2565,0.8256,0.7776,0.9012,0.0323,1.141E3,2.633E4,1.363E3,2.633E4,1,1,17,1.157,1.5144,1,0.0183
3293,363.12111,363.11561,363.12266,0.8256,0.7432,0.8531,3.896E2,1.434E4,7.183E1,1.434E4,1,0,0.167,1,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,UNKNOWN,,,,,,,,,,,,,,,,,0,,UNKNOWN,,,,,,,,,,,,,,,,,0,,DETECTED,363.12111,363.11561,363.12266,0.8256,0.7432,0.8531,0.0231,3.896E2,1.434E4,7.183E1,1.434E4,1,,13,0.8936,0.5112,0,
3294,372.97759,372.97509,372.9845,0.8212,0.7364,0.8806,4.878E2,1.034E4,1.17E2,1.034E4,1,0,0.167,1,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,ESTIMATED,372.97692,372.97558,372.97921,0.8196,0.8127,0.8403,0.0262,1.739E1,9.19E2,7.55E2,9.19E2,,,,2.0009,3.0017,0,,ESTIMATED,372.97843,372.97726,372.97927,0.8184,0.8047,0.8321,0.0206,1.469E1,9.38E2,1.17E2,9.38E2,,,,0.9999,0.9999,0,,DETECTED,372.97743,372.97509,372.9845,0.8256,0.7364,0.8806,0.028,4.878E2,1.034E4,1.442E2,1.034E4,1,,14,0.7567,0.4465,0,
3297,381.10183,381.09609,381.10497,0.8399,0.7982,0.8679,4.37E1,1.645E3,1.755E2,1.645E3,1,0,0.167,1,3,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ESTIMATED,381.10202,381.10116,381.10345,0.8541,0.8403,0.8679,0.017,1.126E1,7.65E2,3.56E2,7.65E2,,,,0.9979,0.9958,0,,UNKNOWN,,,,,,,,,,,,,,,,,0,,DETECTED,381.10164,381.09609,381.10497,0.8256,0.7982,0.8531,0.0238,4.37E1,1.645E3,1.755E2,1.645E3,1,,6,1,0.7631,0,
3300,385.25563,385.25257,385.25814,0.8465,0.695,0.8875,1.996E3,4.298E4,4.06E2,4.298E4,1,2,0.167,1,0,1,0,0,0,0,116,-1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,ESTIMATED,385.25539,385.25454,385.25643,0.8541,0.8403,0.861,0.0268,8.299E0,6.59E2,5.45E2,6.59E2,,,,0.7494,0.4989,0,,ESTIMATED,385.25603,385.25547,385.25603,0.8596,0.8527,0.8665,0.0137,2.789E0,4.06E2,4.06E2,4.06E2,,,,1.0001,1.0002,0,,DETECTED,385.25547,385.25257,385.25814,0.8256,0.695,0.8875,0.03,1.996E3,4.298E4,1.478E3,4.298E4,1,2,8,0.7553,0.3229,2,-0.0572
3308,437.07444,437.06875,437.07911,0.8256,0.7569,0.8668,5.388E2,1.575E4,1.023E2,1.575E4,1,0,0.167,1,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,UNKNOWN,,,,,,,,,,,,,,,,,0,,UNKNOWN,,,,,,,,,,,,,,,,,0,,DETECTED,437.07444,437.06875,437.07911,0.8256,0.7569,0.8668,0.0625,5.388E2,1.575E4,1.023E2,1.575E4,1,,13,0.7792,0.9478,0,
3311,448.2104,448.20267,448.21072,0.8256,0.7982,0.8462,1.316E3,6.602E4,1.277E1,6.602E4,1,1,0.167,1,1,1,0,0,0,0,117,-1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,UNKNOWN,,,,,,,,,,,,,,,,,0,,UNKNOWN,,,,,,,,,,,,,,,,,0,,DETECTED,448.2104,448.20267,448.21072,0.8256,0.7982,0.8462,0.0214,1.316E3,6.602E4,1.277E1,6.602E4,1,1,7,1.0226,0.8182,1,0.0046
3315,460.09983,460.09505,460.10718,0.8212,0.7364,0.9218,3.107E3,6.035E4,1.131E2,6.035E4,1,1,0.167,1,0,1,0,0,0,0,25,36,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,ESTIMATED,460.09984,460.09968,460.09984,0.8196,0.8127,0.8265,0.0138,1.08E1,1.569E3,1.569E3,1.569E3,,,,0.9998,0.9997,0,,ESTIMATED,460.09998,460.09952,460.10055,0.8184,0.7978,0.8459,0.0205,4.084E1,1.734E3,2.59E2,1.734E3,,,,1.1669,1.8537,0,,DETECTED,460.09968,460.09505,460.10718,0.8256,0.7364,0.9218,0.0285,3.107E3,6.035E4,1.131E2,6.035E4,1,1,5,0.6873,0.3601,1,-0.0572
3316,462.09696,462.09475,462.10015,0.8255,0.7432,0.86,1.026E3,1.795E4,2.053E2,1.795E4,1,0,0.167,1,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,UNKNOWN,,,,,,,,,,,,,,,,,0,,ESTIMATED,462.09717,462.09675,462.09717,0.8253,0.8184,0.8321,0.0137,3.365E0,4.9E2,4.9E2,4.9E2,,,,1,0.9999,0,,DETECTED,462.09675,462.09475,462.10015,0.8256,0.7432,0.86,0.0515,1.026E3,1.795E4,2.053E2,1.795E4,1,,7,0.6845,0.8415,0,
3317,463.04554,463.04185,463.04826,0.8256,0.7569,0.86,3.048E2,9.05E3,2.119E2,9.05E3,1,0,0.167,1,0,1,0,0,0,0,,,,,,59,[2M+H]+,3,231.01859,3317;3272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,UNKNOWN,,,,,,,,,,,,,,,,,0,,UNKNOWN,,,,,,,,,,,,,,,,,0,,DETECTED,463.04554,463.04185,463.04826,0.8256,0.7569,0.86,0.0256,3.048E2,9.05E3,2.119E2,9.05E3,1,,3,0.7311,1.2082,0,
3319,497.15209,497.14639,497.15432,0.8256,0.805,0.8462,1.238E2,5.485E3,1.861E3,5.485E3,1,0,0.167,1,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,UNKNOWN,,,,,,,,,,,,,,,,,0,,UNKNOWN,,,,,,,,,,,,,,,,,0,,DETECTED,497.15209,497.14639,497.15432,0.8256,0.805,0.8462,0.0229,1.238E2,5.485E3,1.861E3,5.485E3,1,,2,1,1,0,
3324,655.20523,655.1977,655.20636,0.8256,0.805,0.8462,1.412E2,6.505E3,3.303E2,6.505E3,1,0,0.167,1,0,1,0,0,0,0,,,,,,56,[2M+Na]+,2,316.10789,3279;3324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,UNKNOWN,,,,,,,,,,,,,,,,,0,,UNKNOWN,,,,,,,,,,,,,,,,,0,,DETECTED,655.20523,655.1977,655.20636,0.8256,0.805,0.8462,0.0216,1.412E2,6.505E3,3.303E2,6.505E3,1,,5,1,1,1,
3328,458.1029,458.09652,458.10905,0.8281,0.7364,0.9012,3.209E3,6.375E4,1.333E2,6.375E4,1,1,0.333,2,0,0.905,2.21,0.00101,0.0009,0,25,36,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,DETECTED,458.10354,458.10042,458.10774,0.8265,0.8058,0.861,0.0186,4.773E1,1.995E3,4.729E2,1.995E3,1,,2,1.3339,1.6678,0,,ESTIMATED,458.10264,458.10248,458.10316,0.8321,0.8253,0.8459,0.0118,1.155E1,1.288E3,3.93E2,1.288E3,,,,1.5002,2.0004,0,,DETECTED,458.10252,458.09652,458.10905,0.8256,0.7364,0.9012,0.0274,3.209E3,6.375E4,1.333E2,6.375E4,1,1,5,0.6822,0.349,1,-0.0504
3330,283.99699,283.99121,284.00312,0.8281,0.6337,0.9493,3.054E3,6.139E4,2.583E2,6.139E4,1,0,0.5,3,3,0.934,3.14,0.00089,0.0065,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,DETECTED,283.99714,283.99273,284.00306,0.8265,0.6337,0.8747,0.0705,2.803E2,2.336E3,2.917E2,2.336E3,1,,17,0.6251,0.2579,0,,DETECTED,283.99648,283.99121,283.99783,0.8321,0.7909,0.8665,0.0365,1.091E2,2.946E3,2.583E2,2.946E3,1,,9,0.9894,0.6134,0,,DETECTED,283.99737,283.99463,284.00312,0.8256,0.7157,0.9493,0.0261,3.054E3,6.139E4,3.155E2,6.139E4,1,,16,0.7619,0.3991,0,
3332,308.09064,308.08645,308.09408,0.8281,0.7707,0.9561,4.771E2,6.122E3,4.088E2,6.122E3,1,0,0.5,3,1,0.975,0.94,0.00029,0.015,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,DETECTED,308.09052,308.08645,308.0919,0.8334,0.7852,0.8954,0.0693,3.009E2,4.158E3,5.825E2,4.158E3,1,,3,1.1423,1.2846,0,,DETECTED,308.09081,308.08774,308.09408,0.8184,0.784,0.8871,0.0271,1.959E2,3.682E3,4.088E2,3.682E3,1,,3,1.4994,1.9989,0,,DETECTED,308.09059,308.08756,308.09234,0.8325,0.7707,0.9561,0.0705,4.771E2,6.122E3,7.063E2,6.122E3,1,,3,1.5,1.9479,0,
3334,188.03607,188.03096,188.04096,0.8281,0.7295,0.8737,6.033E2,1.318E4,3.629E1,1.318E4,1,0,0.333,2,0,0.966,1.81,0.00034,0.0065,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,ESTIMATED,188.03564,188.03558,188.03629,0.8265,0.8196,0.8403,0.0155,2.176E1,1.971E3,1.186E3,1.971E3,,,,1.5013,2.0027,0,,DETECTED,188.03646,188.03305,188.04096,0.8321,0.7634,0.8665,0.0478,5.981E1,1.1E3,2.361E2,1.1E3,1,,26,0.7499,0.4999,0,,DETECTED,188.03612,188.03096,188.03771,0.8256,0.7295,0.8737,0.0258,6.033E2,1.318E4,3.629E1,1.318E4,1,,17,0.7292,0.437,0,
3335,181.02512,181.02136,181.02978,0.8281,0.7776,0.9355,9.184E2,2.492E4,5.24E1,2.492E4,1,0,1,6,0,0.966,3.12,0.00056,0.0072,0,,,,,,60,[M+H]+,2,180.01791,3336;3335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,DETECTED,181.02528,181.02436,181.02978,0.8265,0.799,0.8747,0.0251,6.705E2,2.447E4,6.237E2,2.447E4,1,,2,1.322,1.4833,0,,DETECTED,181.02478,181.02224,181.02776,0.8253,0.7978,0.9008,0.0293,5.337E2,1.768E4,3.255E2,1.768E4,1,,2,1.3743,1.7164,0,,DETECTED,181.02529,181.02136,181.02741,0.8325,0.7776,0.9355,0.0352,9.184E2,2.492E4,5.24E1,2.492E4,1,,5,1.0392,0.889,0,
3336,203.00719,203.00261,203.01304,0.8304,0.7634,0.9493,6.406E2,1.943E4,2.003E2,1.943E4,1,0,1,6,1,0.974,2.75,0.00056,0.0078,0,,,,,,60,[M+Na]+,2,180.01791,3335;3336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,DETECTED,203.00716,203.00369,203.01101,0.8265,0.799,0.9297,0.0287,6.284E2,1.943E4,2.003E2,1.943E4,1,,19,1.8254,1.6703,0,,DETECTED,203.00708,203.00261,203.01132,0.8321,0.7634,0.8665,0.0274,3.942E2,1.238E4,2.555E2,1.238E4,1,,180,0.7896,0.3158,0,,DETECTED,203.00735,203.00395,203.01304,0.8325,0.7776,0.9493,0.0289,6.406E2,1.732E4,3.725E2,1.732E4,1,,138,0.7623,0.1627,0,
3339,204.06449,204.06059,204.06576,0.8392,0.736,0.8531,8.68E1,2.24E3,2.793E2,2.24E3,1,0,0.167,1,3,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,0,,DETECTED,204.06429,204.06059,204.06576,0.8321,0.736,0.8527,0.0845,8.68E1,2.24E3,2.793E2,2.24E3,1,,981,0.6071,0.9466,0,,ESTIMATED,204.06469,204.06429,204.06488,0.8462,0.8325,0.8531,0.0148,6.909E0,6.43E2,3.63E2,6.43E2,,,,0.75,0.5001,0,
3341,244.20113,244.19932,244.20251,0.8293,0.8047,0.8665,1.307E2,3.529E3,2.71E2,3.529E3,1,0,0.167,1,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ESTIMATED,244.20098,244.20098,244.20128,0.8265,0.8196,0.8334,0.0138,1.868E0,2.71E2,2.71E2,2.71E2,,,,1.0013,1.0026,0,,DETECTED,244.20128,244.19932,244.20251,0.8321,0.8047,0.8665,0.0356,1.307E2,3.529E3,5.867E2,3.529E3,1,,90,1.125,1.25,0,,UNKNOWN,,,,,,,,,,,,,,,,,0,
3352,312.11981,312.11828,312.12145,0.8533,0.7982,0.8816,4.964E2,1.981E4,3.63E2,1.981E4,1,1,0.167,1,0,1,0,0,0,0,118,-1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,ESTIMATED,312.11972,312.11972,312.11976,0.8747,0.8679,0.8816,0.0138,2.57E0,3.73E2,3.73E2,3.73E2,,,,0.9992,0.9984,0,,ESTIMATED,312.11996,312.11976,312.11996,0.8527,0.8459,0.8596,0.0137,2.493E0,3.63E2,3.63E2,3.63E2,,,,1.0001,1.0001,0,,DETECTED,312.11976,312.11828,312.12145,0.8325,0.7982,0.8531,0.0243,4.964E2,1.981E4,2.167E3,1.981E4,1,1,31,0.8,0.5261,1,0.0046
3365,300.83339,300.83154,300.83511,0.8304,0.7921,0.8472,4.923E1,2.877E3,5.429E2,2.877E3,1,0,0.167,1,1,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DETECTED,300.83281,300.83186,300.83511,0.8334,0.7921,0.8472,0.0278,4.923E1,1.51E3,5.429E2,1.51E3,1,,470,0.6669,0.3339,0,,ESTIMATED,300.83345,300.83154,300.83415,0.8253,0.8184,0.839,0.0123,2.709E1,2.877E3,1.068E3,2.877E3,,,,1.5001,2.0002,0,,ESTIMATED,300.8339,300.83281,300.8339,0.8325,0.8256,0.8394,0.0137,1.39E1,2.024E3,2.024E3,2.024E3,,,,0.9999,0.9998,0,
3371,237.08605,237.08522,237.08896,0.8419,0.805,0.8747,1.024E2,3.406E3,3.67E2,3.406E3,1,0,0.167,1,2,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,ESTIMATED,237.08658,237.08603,237.0869,0.8679,0.8541,0.8747,0.0152,6.827E0,6.26E2,3.67E2,6.26E2,,,,0.7508,0.5016,0,,DETECTED,237.0861,237.08541,237.08896,0.839,0.8184,0.8665,0.0316,1.024E2,3.406E3,1.315E3,3.406E3,1,,743,1.1666,1.3333,0,,ESTIMATED,237.08548,237.08522,237.0861,0.8188,0.805,0.8256,0.0279,1.138E1,9.02E2,7.55E2,9.02E2,,,,0.75,0.5,0,
3372,262.0684,262.0669,262.07036,0.8392,0.8184,0.8665,6.873E1,2.59E3,7.207E2,2.59E3,1,0,0.167,1,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,0,,DETECTED,262.06822,262.0669,262.07036,0.839,0.8184,0.8665,0.0252,6.873E1,2.59E3,7.207E2,2.59E3,1,,2,1.1666,1.3333,0,,ESTIMATED,262.06857,262.06822,262.06857,0.8394,0.8325,0.8462,0.0137,1.703E1,2.48E3,2.48E3,2.48E3,,,,1,1,0,
