id,mz,mz_range:min,mz_range:max,rt,rt_range:min,rt_range:max,area,height,intensity_range:min,intensity_range:max,charge,fragment_scans,alignment_scores:rate,alignment_scores:aligned_features_n,alignment_scores:align_extra_features,alignment_scores:weighted_distance_score,alignment_scores:mz_diff_ppm,alignment_scores:mz_diff,alignment_scores:rt_absolute_error,alignment_scores:ion_mobility_absolute_error,molecular_networking:net_cluster_id,molecular_networking:net_community_id,molecular_networking:edges,molecular_networking:net_cluster_size,molecular_networking:net_community_size,ion_identities:iin_id,ion_identities:ion_identities,ion_identities:list_size,ion_identities:neutral_mass,ion_identities:partner_row_ids,ion_identities:iin_relationship,ion_identities:consensus_formulas,ion_identities:simple_formulas,preferred_annotation:compound_name,preferred_annotation:mol_formula,preferred_annotation:adduct,preferred_annotation:score,preferred_annotation:precursor_mz,preferred_annotation:annotation_method,preferred_annotation:n_matching_signals,preferred_annotation:explained_intensity_percent,preferred_annotation:smiles,preferred_annotation:inchi,preferred_annotation:neutral_mass,preferred_annotation:mz_diff,preferred_annotation:mz_diff_ppm,preferred_annotation:rt_absolute_error,spectral_db_matches:spectral_db_matches,spectral_db_matches:compound_name,spectral_db_matches:similarity_score,spectral_db_matches:n_matching_signals,spectral_db_matches:explained_intensity_percent,spectral_db_matches:ion_adduct,spectral_db_matches:mol_formula,spectral_db_matches:smiles,spectral_db_matches:inchi,spectral_db_matches:neutral_mass,spectral_db_matches:precursor_mz,spectral_db_matches:mz_diff,spectral_db_matches:mz_diff_ppm,spectral_db_matches:rt_absolute_error,lipid_annotations:lipid_annotations,lipid_annotations:ion_adduct,lipid_annotations:mol_formula,lipid_annotations:mz_diff_ppm,lipid_annotations:explained_intensity_percent,feature_group,datafile:Crop_P1-A-1_562.d:feature_state,datafile:Crop_P1-A-1_562.d:mz,datafile:Crop_P1-A-1_562.d:mz_range:min,datafile:Crop_P1-A-1_562.d:mz_range:max,datafile:Crop_P1-A-1_562.d:rt,datafile:Crop_P1-A-1_562.d:rt_range:min,datafile:Crop_P1-A-1_562.d:rt_range:max,datafile:Crop_P1-A-1_562.d:fwhm,datafile:Crop_P1-A-1_562.d:area,datafile:Crop_P1-A-1_562.d:height,datafile:Crop_P1-A-1_562.d:intensity_range:min,datafile:Crop_P1-A-1_562.d:intensity_range:max,datafile:Crop_P1-A-1_562.d:charge,datafile:Crop_P1-A-1_562.d:fragment_scans,datafile:Crop_P1-A-1_562.d:isotopes,datafile:Crop_P1-A-1_562.d:tailing_factor,datafile:Crop_P1-A-1_562.d:asymmetry_factor,datafile:Crop_P1-A-1_562.d:msms_info,datafile:Crop_P1-A-1_562.d:rt_ms2_apex_distance,datafile:Hind_P1-A-3_564.d:feature_state,datafile:Hind_P1-A-3_564.d:mz,datafile:Hind_P1-A-3_564.d:mz_range:min,datafile:Hind_P1-A-3_564.d:mz_range:max,datafile:Hind_P1-A-3_564.d:rt,datafile:Hind_P1-A-3_564.d:rt_range:min,datafile:Hind_P1-A-3_564.d:rt_range:max,datafile:Hind_P1-A-3_564.d:fwhm,datafile:Hind_P1-A-3_564.d:area,datafile:Hind_P1-A-3_564.d:height,datafile:Hind_P1-A-3_564.d:intensity_range:min,datafile:Hind_P1-A-3_564.d:intensity_range:max,datafile:Hind_P1-A-3_564.d:charge,datafile:Hind_P1-A-3_564.d:fragment_scans,datafile:Hind_P1-A-3_564.d:isotopes,datafile:Hind_P1-A-3_564.d:tailing_factor,datafile:Hind_P1-A-3_564.d:asymmetry_factor,datafile:Hind_P1-A-3_564.d:msms_info,datafile:Hind_P1-A-3_564.d:rt_ms2_apex_distance,datafile:Mid_P1-A-2_563.d:feature_state,datafile:Mid_P1-A-2_563.d:mz,datafile:Mid_P1-A-2_563.d:mz_range:min,datafile:Mid_P1-A-2_563.d:mz_range:max,datafile:Mid_P1-A-2_563.d:rt,datafile:Mid_P1-A-2_563.d:rt_range:min,datafile:Mid_P1-A-2_563.d:rt_range:max,datafile:Mid_P1-A-2_563.d:fwhm,datafile:Mid_P1-A-2_563.d:area,datafile:Mid_P1-A-2_563.d:height,datafile:Mid_P1-A-2_563.d:intensity_range:min,datafile:Mid_P1-A-2_563.d:intensity_range:max,datafile:Mid_P1-A-2_563.d:charge,datafile:Mid_P1-A-2_563.d:fragment_scans,datafile:Mid_P1-A-2_563.d:isotopes,datafile:Mid_P1-A-2_563.d:tailing_factor,datafile:Mid_P1-A-2_563.d:asymmetry_factor,datafile:Mid_P1-A-2_563.d:msms_info,datafile:Mid_P1-A-2_563.d:rt_ms2_apex_distance
60580,561.34658,561.33525,561.3573,6.5618,6.5251,6.8281,2.868E3,4.78E4,2.012E3,4.78E4,1,0,1,6,0,0.936,1.95,0.0011,0.0073,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,277,DETECTED,561.34611,561.33997,561.35303,6.56,6.5324,6.7322,0.0284,2.361E3,4.703E4,2.012E3,4.703E4,1,,19,3.5214,4.6313,0,,DETECTED,561.3472,561.33525,561.3573,6.5591,6.5316,6.7862,0.0238,2.622E3,4.78E4,2.677E3,4.78E4,1,,12,5.4511,8.3724,0,,DETECTED,561.34642,561.34001,561.35432,6.5664,6.5251,6.8281,0.0373,2.868E3,3.853E4,2.497E3,3.853E4,1,,19,5.4554,6.2942,0,
60615,347.17694,347.17522,347.18019,6.5595,6.5251,7.0143,3.634E4,2.826E6,8.135E3,2.826E6,1,3,0.833,5,0,0.936,3.08,0.00107,0.006,0,1,5,3,68,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,277,DETECTED,347.17716,347.17522,347.18019,6.56,6.5324,7.0143,0.0275,2.771E4,5.571E5,8.135E3,5.571E5,1,2,338,4.7583,2.9023,5,0.0046,DETECTED,347.1768,347.17543,347.17952,6.566,6.5316,6.9651,0.0275,3.063E4,6.857E5,9.25E3,6.857E5,1,1,27,2.7329,1.4901,3,-0.0092,ESTIMATED,347.17686,347.17629,347.1781,6.5527,6.5251,6.6077,0.0082,3.634E4,2.826E6,1.434E4,2.826E6,,,,2.1661,3.5243,0,
60656,476.75119,476.74389,476.75893,6.5641,6.5247,6.7735,9.586E2,2.732E4,2.046E2,2.732E4,1,0,1,6,0,0.902,2.48,0.00118,0.0065,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,277,DETECTED,476.75146,476.74497,476.75537,6.56,6.5462,6.7735,0.0226,8.748E2,2.397E4,5.159E2,2.397E4,1,,2,7.2569,6.8613,0,,DETECTED,476.75063,476.74664,476.75457,6.566,6.5247,6.7449,0.0212,9.586E2,2.732E4,2.046E2,2.732E4,1,,2,2.7503,3.3268,0,,DETECTED,476.75149,476.74389,476.75893,6.5664,6.5458,6.773,0.027,8.094E2,2.07E4,3.742E2,2.07E4,1,,2,5.6284,8.6043,0,
60657,481.28499,481.2839,481.2861,6.5641,6.5316,7.0005,2.707E5,5.065E6,9.373E4,5.065E6,1,9,1,6,0,0.945,2.12,0.00102,0.0065,0,1128,-1,0,1,0,419,[M+Na]+,4,458.29579,60538;60718;60729;60657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,277,DETECTED,481.28514,481.28434,481.2861,6.56,6.5324,7.0005,0.0317,2.707E5,4.529E6,9.373E4,4.529E6,1,5,7,5.4898,4.5853,5,0.0115,DETECTED,481.28495,481.2839,481.28589,6.566,6.5316,6.7862,0.0274,2.325E5,5.065E6,1.283E5,5.065E6,1,2,13,4.1205,2.9121,2,0.039,DETECTED,481.28488,481.28415,481.28609,6.5664,6.532,6.7799,0.0322,2.294E5,4.358E6,1.237E5,4.358E6,1,2,8,4.1689,3.2013,2,0.0528
60658,481.88024,481.87761,481.88326,6.5641,6.5316,6.7803,3.471E3,8.19E4,8.557E2,8.19E4,1,0,1,6,0,0.931,2.13,0.00102,0.0065,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,277,DETECTED,481.88045,481.87761,481.88231,6.56,6.5393,6.7803,0.0293,3.34E3,7.52E4,8.557E2,7.52E4,1,,2,3.5336,4.4301,0,,DETECTED,481.87989,481.87769,481.88221,6.566,6.5316,6.7793,0.0264,3.471E3,8.19E4,1.183E3,8.19E4,1,,2,4.0865,2.7062,0,,DETECTED,481.88038,481.87778,481.88326,6.5664,6.532,6.7799,0.0297,3.363E3,7.094E4,1.156E3,7.094E4,1,,2,3.3044,4.2556,0,
60661,499.29455,499.27855,499.30547,6.5641,6.5324,6.684,1.578E3,4.025E4,1.653E3,4.025E4,1,0,1,6,0,0.811,5.83,0.00291,0.0065,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,277,DETECTED,499.29646,499.2933,499.30547,6.56,6.5324,6.684,0.0346,1.578E3,3.223E4,1.653E3,3.223E4,1,,10,3.4311,4.8009,0,,DETECTED,499.29363,499.28384,499.29631,6.566,6.5453,6.6004,0.0259,1.172E3,4.025E4,5.247E3,4.025E4,1,,9,1.3331,1.6662,0,,DETECTED,499.29355,499.27855,499.29617,6.5664,6.5458,6.6009,0.025,9.868E2,3.88E4,3.338E3,3.88E4,1,,10,1.333,1.6013,0,
60664,527.34042,527.33748,527.34338,6.5641,6.5316,7.0413,1.826E4,3.178E5,3.563E3,3.178E5,1,0,1,6,0,0.945,1.97,0.00104,0.0065,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,277,DETECTED,527.34051,527.33869,527.34264,6.56,6.5324,6.7047,0.0284,1.265E4,2.898E5,3.563E3,2.898E5,1,,36,4.2713,6.2035,1,,DETECTED,527.3404,527.33748,527.34259,6.566,6.5316,6.9788,0.0254,1.776E4,3.178E5,7.823E3,3.178E5,1,,3,5.1121,3.7324,4,,DETECTED,527.34035,527.338,527.34338,6.5664,6.532,7.0413,0.0302,1.826E4,2.687E5,8.755E3,2.687E5,1,,22,7.7035,4.3521,4,
60718,497.25875,497.25399,497.26423,6.5664,6.5316,6.7931,4.279E3,9.406E4,2.829E3,9.406E4,1,0,0.833,5,0,0.879,3.5,0.00174,0.0035,0,,,,,,419,[M+K]+,4,458.29579,60538;60718;60729;60657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,277,ESTIMATED,497.25947,497.25838,497.26055,6.5668,6.5531,6.5875,0.0397,1.946E3,8.769E4,1.764E4,8.769E4,,,,1.2513,1.5026,0,,DETECTED,497.2579,497.25399,497.26423,6.566,6.5316,6.7931,0.0243,4.279E3,9.406E4,2.829E3,9.406E4,1,,5,4.7425,3.9621,0,,DETECTED,497.25889,497.25694,497.26336,6.5664,6.532,6.7523,0.0248,4.16E3,9.279E4,3.968E3,9.279E4,1,,4,2.6043,3.3614,0,
60727,235.05085,235.04748,235.05347,6.5641,6.5179,7.0001,7.903E3,1.866E5,1.234E3,1.866E5,1,3,1,6,0,0.964,2.22,0.00052,0.0103,0,1129,-1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,277,DETECTED,235.05106,235.04748,235.05347,6.5668,6.5255,6.9524,0.027,6.836E3,1.45E5,1.928E3,1.45E5,1,1,2,3.5465,2.5371,1,-0.0023,DETECTED,235.05086,235.04879,235.05317,6.566,6.5179,6.9445,0.0225,6.92E3,1.752E5,1.234E3,1.752E5,1,1,2,2.9252,2.2617,1,0.0046,DETECTED,235.05065,235.04868,235.05309,6.5595,6.5389,7.0001,0.0281,7.903E3,1.866E5,1.537E3,1.866E5,1,1,3,4.4988,2.2929,1,0.0046
60729,476.32978,476.32877,476.33104,6.5664,6.5324,6.9933,6.788E5,1.306E7,5.005E4,1.306E7,1,15,1,6,0,0.94,2.19,0.00104,0.0039,0,1,5,3,68,8,419,[M+NH4]+,4,458.29579,60538;60718;60729;60657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,277,DETECTED,476.33013,476.32893,476.33104,6.5668,6.5324,6.9868,0.0316,6.736E5,1.099E7,2.231E5,1.099E7,1,6,59,5.2736,3.0401,7,-0.0161,DETECTED,476.32955,476.32877,476.33051,6.566,6.5385,6.9926,0.025,6.788E5,1.306E7,2.474E5,1.306E7,1,5,56,7.2931,3.4609,6,-0.0092,DETECTED,476.32968,476.32907,476.33061,6.5664,6.5458,6.9933,0.0245,5.966E5,1.076E7,5.005E4,1.076E7,1,4,57,6.341,9.8247,6,0.0252
60731,476.92213,476.91999,476.92441,6.5664,6.5247,6.9937,1.122E4,2.099E5,1.335E3,2.099E5,1,0,1,6,0,0.931,2.53,0.00121,0.0039,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,277,DETECTED,476.92237,476.91999,476.92441,6.5668,6.5324,6.9937,0.0313,1.118E4,1.812E5,3.773E3,1.812E5,1,,2,5.4585,3.2634,0,,DETECTED,476.92189,476.92021,476.92315,6.566,6.5247,6.9926,0.0252,1.122E4,2.099E5,3.271E3,2.099E5,1,,2,5.411,5.0308,0,,DETECTED,476.92214,476.92088,476.92338,6.5664,6.5458,6.9933,0.0241,9.968E3,1.778E5,1.335E3,1.778E5,1,,2,6.0586,10.1136,0,
60737,667.44962,667.43763,667.4565,6.5641,6.5316,7.0211,7.913E3,1.069E5,2.902E3,1.069E5,1,2,1,6,0,0.934,2.26,0.00151,0.0099,0,1130,-1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,277,DETECTED,667.45001,667.4438,667.4546,6.56,6.5324,7.0211,0.0407,7.913E3,8.292E4,2.902E3,8.292E4,1,1,15,10.9302,12.2747,3,0.108,DETECTED,667.44945,667.43763,667.45409,6.566,6.5316,6.7862,0.0303,6.521E3,1.069E5,4.161E3,1.069E5,1,,33,4.3517,7.5698,2,,DETECTED,667.44941,667.44208,667.4565,6.5664,6.532,6.9245,0.0317,7.828E3,1.001E5,4.53E3,1.001E5,1,1,62,5.7778,7.4536,3,0.0942
60783,291.11391,291.11047,291.11886,6.5618,6.5316,6.9101,6.569E3,2.848E5,1.94E3,2.848E5,1,0,0.833,5,1,0.961,1.89,0.00055,0.0063,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,277,DETECTED,291.11396,291.11047,291.11853,6.5668,6.5324,6.8836,0.0323,6.569E3,1.338E5,2.192E3,1.338E5,1,,4,2.6272,1.9294,0,,DETECTED,291.11397,291.11087,291.11886,6.566,6.5316,6.9101,0.0262,5.941E3,1.266E5,1.94E3,1.266E5,1,,7,3.3625,2.0957,0,,ESTIMATED,291.11379,291.11279,291.11494,6.5527,6.532,6.6146,0.1567,5.62E3,2.848E5,5.62E3,2.848E5,,,,2.5881,5.3887,0,
60788,571.4319,571.42026,571.44113,6.5779,6.4221,6.8275,1.788E3,4.2E4,1.671E3,4.2E4,1,0,0.333,2,6,0.636,6.3,0.0036,0.2197,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ESTIMATED,571.4318,571.43043,571.43391,6.6013,6.5875,6.6082,0.0166,6.995E1,6.17E3,3.99E3,6.17E3,,,,0.75,0.5001,0,,DETECTED,571.43375,571.42487,571.44113,6.6761,6.5316,6.8275,0.2332,1.788E3,1.064E4,2.608E3,1.064E4,1,,32,1.0235,1.047,0,,DETECTED,571.43016,571.42026,571.43697,6.4564,6.4221,6.5527,0.0247,1.416E3,4.2E4,1.671E3,4.2E4,1,,110,1.0454,2.5215,0,
60790,527.40548,527.39394,527.41468,6.5825,6.4014,6.8344,1.596E3,3.66E4,2.084E3,3.66E4,1,0,1,6,3,0.733,5.85,0.00308,0.3298,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,277,DETECTED,527.40576,527.39995,527.41468,6.4774,6.4362,6.5324,0.0307,4.836E2,1.131E4,2.084E3,1.131E4,1,,7,1.1666,1.3333,0,,DETECTED,527.40688,527.40181,527.41284,6.8,6.5798,6.8344,0.2077,1.596E3,9.424E3,2.542E3,9.424E3,1,,97,0.5781,0.1562,0,,DETECTED,527.40379,527.39394,527.41144,6.4702,6.4014,6.5802,0.0256,1.436E3,3.66E4,2.125E3,3.66E4,1,,8,2.0615,0.4763,0,
60813,1220.76606,1220.7532,1220.79469,6.5765,6.4427,6.6009,6.755E2,7.178E3,1.173E3,7.178E3,1,0,0.167,1,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,0,,ESTIMATED,1220.76752,1220.76357,1220.77045,6.5866,6.5729,6.5935,0.0201,2.147E1,1.792E3,1.326E3,1.792E3,,,,0.75,0.4999,0,,DETECTED,1220.7646,1220.7532,1220.79469,6.5664,6.4427,6.6009,0.1367,6.755E2,7.178E3,1.173E3,7.178E3,1,,2,0.6391,0.2782,0,
60837,630.53329,630.52445,630.54823,6.5779,6.5324,6.6357,3.669E2,8.2E3,9.14E2,8.2E3,1,0,0.167,1,7,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,277,DETECTED,630.53401,630.52445,630.54823,6.5668,6.5324,6.6357,0.0748,3.669E2,6.717E3,9.14E2,6.717E3,1,,3,1.5008,2.0015,0,,ESTIMATED,630.53293,630.53224,630.53514,6.5866,6.5798,6.5935,0.0138,6.519E1,8.2E3,2.534E3,8.2E3,,,,0.9999,0.9998,0,,ESTIMATED,630.53295,630.53117,630.53401,6.5802,6.5733,6.6009,0.0211,4.824E1,2.965E3,1.539E3,2.965E3,,,,1.9997,2.9994,0,
60843,796.64093,796.63158,796.65103,6.5595,6.4912,6.6151,3.496E2,1.286E4,5.467E2,1.286E4,1,0,0.167,1,8,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,277,DETECTED,796.64022,796.63158,796.65103,6.5668,6.4912,6.6151,0.1448,3.496E2,7.501E3,5.467E2,7.501E3,1,,2,1.1899,0.4435,0,,ESTIMATED,796.64218,796.64022,796.64218,6.5385,6.5316,6.5453,0.0137,9.437E0,1.374E3,1.374E3,1.374E3,,,,0.9998,0.9997,0,,ESTIMATED,796.64038,796.63695,796.64284,6.5733,6.5664,6.594,0.014,1.62E2,1.286E4,2.326E3,1.286E4,,,,2.0001,2.2429,0,
60853,586.40325,586.39291,586.41418,6.5687,6.5183,7.0074,3.716E3,4.923E4,1.619E3,4.923E4,1,0,1,6,1,0.912,3.78,0.00222,0.0101,0,,,,,,413,[M+K]+,2,547.44114,59345;60853,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,277,DETECTED,586.40339,586.39291,586.412,6.5737,6.5255,7.0074,0.0375,3.716E3,4.355E4,1.633E3,4.355E4,1,,14,4.8825,5.7195,0,,DETECTED,586.40358,586.39733,586.41418,6.566,6.5247,6.9926,0.0399,3.444E3,3.34E4,2.012E3,3.34E4,1,,22,5.108,12.9524,0,,DETECTED,586.40277,586.398,586.41312,6.5664,6.5183,6.8487,0.0267,3.264E3,4.923E4,1.619E3,4.923E4,1,,17,3.4894,7.8553,0,
60855,713.40776,713.39392,713.42069,6.4725,6.3055,6.7312,1.372E2,4.516E3,5.239E2,4.516E3,1,0,1,6,8,0.677,7.91,0.00564,0.3775,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DETECTED,713.40479,713.39392,713.41746,6.3262,6.3055,6.3743,0.0654,1.372E2,4.516E3,8.583E2,4.516E3,1,,12,1.6654,2.1839,0,,DETECTED,713.40807,713.39896,713.41832,6.7037,6.6899,6.7312,0.0283,3.765E1,1.54E3,8.004E2,1.54E3,1,,125,1.5001,2.0001,0,,DETECTED,713.41043,713.39974,713.42069,6.3877,6.3465,6.4014,0.0407,8.822E1,2.732E3,5.239E2,2.732E3,1,,145,0.6669,0.3338,0,
60877,172.11564,172.1135,172.11822,6.571,6.1885,6.7243,1.207E4,7.127E4,6.443E3,7.127E4,1,0,1,6,3,0.977,2.44,0.00042,0.0097,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,277,DETECTED,172.11581,172.1135,172.11822,6.5668,6.1885,6.6978,0.0583,1.207E4,6.706E4,6.443E3,6.706E4,1,,12,0.6731,0.381,1,,DETECTED,172.11549,172.11447,172.1172,6.5729,6.4904,6.7243,0.0542,5.406E3,6.399E4,7.302E3,6.399E4,1,,16,1.4175,1.461,0,,DETECTED,172.11563,172.11405,172.11639,6.5733,6.2159,6.6904,0.259,1.184E4,7.127E4,6.772E3,7.127E4,1,,39,0.6638,0.3476,0,
60878,367.35676,367.35162,367.36224,6.5756,6.4293,6.9524,3.851E3,3.712E4,1.832E3,3.712E4,1,0,1,6,1,0.923,3.16,0.00116,0.0298,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,277,DETECTED,367.35685,367.35257,367.36218,6.5875,6.4293,6.9524,0.0714,3.851E3,2.499E4,1.832E3,2.499E4,1,,5,1.6554,2.4112,0,,DETECTED,367.35641,367.35162,367.36173,6.566,6.4354,6.7862,0.0369,3.35E3,3.712E4,1.868E3,3.712E4,1,,16,1.3885,1.5747,0,,DETECTED,367.35703,367.35356,367.36224,6.5733,6.4427,6.8487,0.0511,3.643E3,2.973E4,2.015E3,2.973E4,1,,4,1.7909,2.6031,0,
60882,995.83263,995.81585,995.85359,6.5687,6.532,6.7862,8.124E2,2.491E4,1.296E2,2.491E4,1,0,1,6,2,0.93,2.63,0.00262,0.0083,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,277,DETECTED,995.83214,995.82046,995.85359,6.5668,6.5462,6.7666,0.0244,8.124E2,2.491E4,1.296E2,2.491E4,1,,2,1.9874,1.3421,0,,DETECTED,995.83219,995.81585,995.85223,6.5729,6.5385,6.7862,0.0326,7.81E2,1.921E4,2.698E2,1.921E4,1,,2,1.8435,0.7677,0,,DETECTED,995.83357,995.82114,995.84517,6.5664,6.532,6.7248,0.0209,5.475E2,1.61E4,2.065E2,1.61E4,1,,2,1.5923,0.3515,0,
61099,369.33415,369.32842,369.33737,6.5596,6.4564,6.6082,1.117E2,3.078E3,3.293E2,3.078E3,1,0,0.5,3,8,0.65,9.55,0.00353,0.3432,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ESTIMATED,369.33406,369.33341,369.33406,6.6013,6.5944,6.6082,0.0138,2.119E1,3.078E3,3.078E3,3.078E3,,,,1.0001,1.0002,0,,ESTIMATED,369.33435,369.33341,369.33435,6.6004,6.5935,6.6073,0.0138,1.201E1,1.745E3,1.745E3,1.745E3,,,,1,1.0001,0,,DETECTED,369.33402,369.32842,369.33737,6.477,6.4564,6.5458,0.0265,1.117E2,1.873E3,3.293E2,1.873E3,1,,275,2.1648,3.3296,0,
61101,330.27989,330.27419,330.2852,6.5458,6.477,6.7184,2.237E3,4.567E4,1.527E3,4.567E4,1,1,1,6,3,0.873,6.57,0.00217,0.1807,0,1131,-1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,277,DETECTED,330.27928,330.27419,330.28284,6.5393,6.4774,6.7184,0.0241,2.237E3,4.144E4,2.019E3,4.144E4,1,,513,2.0113,7.6502,0,,DETECTED,330.28102,330.27931,330.2852,6.5591,6.5453,6.5798,0.0178,2.886E2,1.709E4,4.833E3,1.709E4,1,,169,1.2497,1.4993,0,,DETECTED,330.27936,330.27791,330.28346,6.5389,6.477,6.6422,0.1366,1.926E3,4.567E4,1.527E3,4.567E4,1,1,891,1.5839,3.2501,1,0.0115
61117,670.51925,670.50671,670.5258,6.5115,6.3461,6.6151,9.042E1,2.719E3,7.54E2,2.719E3,1,0,0.333,2,6,0.798,1.66,0.00111,0.3975,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,277,ESTIMATED,670.51779,670.51779,670.51942,6.6082,6.6013,6.6151,0.0138,5.192E0,7.54E2,7.54E2,7.54E2,,,,1,1,0,,DETECTED,670.51997,670.50671,670.5258,6.3736,6.3461,6.3942,0.0345,9.042E1,2.719E3,1.289E3,2.719E3,1,,20,0.8746,0.7491,0,,ESTIMATED,670.52,670.51876,670.52167,6.5527,6.5458,6.5664,0.0202,1.557E1,1.298E3,9.63E2,1.298E3,,,,1.4987,1.9973,0,
61171,1202.73113,1202.71479,1202.75433,6.5731,6.4152,6.6146,1.206E3,1.489E4,6.389E2,1.489E4,1,1,0.333,2,0,0.852,3.15,0.00379,0.0004,0,1132,-1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,0,,DETECTED,1202.73303,1202.71479,1202.75433,6.5729,6.4423,6.6073,0.0222,2.94E2,5.801E3,6.389E2,5.801E3,,,,0.6318,0.3681,0,,DETECTED,1202.72923,1202.71685,1202.75138,6.5733,6.4152,6.6146,0.0288,1.206E3,1.489E4,8.984E2,1.489E4,1,1,2,0.6519,0.1949,1,-0.0779
61207,731.57987,731.57628,731.58844,6.5572,6.5247,6.6009,1.672E2,7.77E3,9.729E2,7.77E3,1,0,0.167,1,3,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,277,ESTIMATED,731.57861,731.57628,731.58281,6.5668,6.5462,6.5737,0.0309,9.293E1,7.77E3,2.607E3,7.77E3,,,,0.6667,0.3334,0,,ESTIMATED,731.58134,731.57967,731.58134,6.5316,6.5247,6.5385,0.0137,1.028E1,1.497E3,1.497E3,1.497E3,,,,1,0.9999,0,,DETECTED,731.57967,731.57687,731.58844,6.5733,6.5251,6.6009,0.0646,1.672E2,4.349E3,9.729E2,4.349E3,1,,2,0.7858,0.5715,0,
61248,307.29918,307.29452,307.30306,6.5825,6.3743,6.8825,2.466E3,2.284E4,6.847E2,2.284E4,1,0,0.667,4,4,0.971,0.84,0.00026,0.0654,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,277,DETECTED,307.29929,307.29589,307.30161,6.5531,6.3743,6.7803,0.0459,2.416E3,2.284E4,6.847E2,2.284E4,1,,430,0.7501,1.1749,0,,DETECTED,307.29903,307.29538,307.30305,6.5798,6.4011,6.8825,0.1,2.466E3,1.456E4,1.907E3,1.456E4,1,,40,1.3473,1.3878,0,,DETECTED,307.2992,307.29452,307.30306,6.6146,6.5871,6.7936,0.1291,8.633E2,8.422E3,1.65E3,8.422E3,1,,17,3.7499,6.4997,0,
61255,589.44778,589.44128,589.45846,6.5871,6.5179,6.622,5.746E2,1.681E4,2.132E3,1.681E4,1,0,0.333,2,1,0.904,2.02,0.00119,0.0039,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,277,ESTIMATED,589.4481,589.4468,589.44904,6.6151,6.6013,6.622,0.013,6.49E1,4.917E3,2.132E3,4.917E3,,,,0.7506,0.5012,0,,DETECTED,589.44878,589.44128,589.45846,6.5729,6.5179,6.6004,0.026,5.746E2,1.681E4,3.243E3,1.681E4,1,,10,0.7503,0.5006,0,,ESTIMATED,589.44645,589.44645,589.44819,6.5733,6.5664,6.5802,0.0138,7.468E1,1.085E4,1.085E4,1.085E4,,,,1.0001,1.0002,0,
