id,mz,mz_range:min,mz_range:max,rt,rt_range:min,rt_range:max,area,height,intensity_range:min,intensity_range:max,charge,fragment_scans,alignment_scores:rate,alignment_scores:aligned_features_n,alignment_scores:align_extra_features,alignment_scores:weighted_distance_score,alignment_scores:mz_diff_ppm,alignment_scores:mz_diff,alignment_scores:rt_absolute_error,alignment_scores:ion_mobility_absolute_error,molecular_networking:net_cluster_id,molecular_networking:net_community_id,molecular_networking:edges,molecular_networking:net_cluster_size,molecular_networking:net_community_size,ion_identities:iin_id,ion_identities:ion_identities,ion_identities:list_size,ion_identities:neutral_mass,ion_identities:partner_row_ids,ion_identities:iin_relationship,ion_identities:consensus_formulas,ion_identities:simple_formulas,preferred_annotation:compound_name,preferred_annotation:mol_formula,preferred_annotation:adduct,preferred_annotation:score,preferred_annotation:precursor_mz,preferred_annotation:annotation_method,preferred_annotation:n_matching_signals,preferred_annotation:explained_intensity_percent,preferred_annotation:smiles,preferred_annotation:inchi,preferred_annotation:mz_diff,preferred_annotation:mz_diff_ppm,preferred_annotation:neutral_mass,preferred_annotation:rt_absolute_error,preferred_annotation:comment,preferred_annotation:classyfire_class,preferred_annotation:ccs,spectral_db_matches:spectral_db_matches,spectral_db_matches:compound_name,spectral_db_matches:similarity_score,spectral_db_matches:n_matching_signals,spectral_db_matches:explained_intensity_percent,spectral_db_matches:ion_adduct,spectral_db_matches:mol_formula,spectral_db_matches:smiles,spectral_db_matches:inchi,spectral_db_matches:classyfire_class,spectral_db_matches:neutral_mass,spectral_db_matches:precursor_mz,spectral_db_matches:mz_diff,spectral_db_matches:mz_diff_ppm,spectral_db_matches:rt_absolute_error,spectral_db_matches:ccs,spectral_db_matches:comment,lipid_annotations:lipid_annotations,lipid_annotations:ion_adduct,lipid_annotations:mol_formula,lipid_annotations:mz_diff_ppm,lipid_annotations:explained_intensity_percent,feature_group,datafile:Crop_P1-E-1_1_14971.d:feature_state,datafile:Crop_P1-E-1_1_14971.d:mz,datafile:Crop_P1-E-1_1_14971.d:mz_range:min,datafile:Crop_P1-E-1_1_14971.d:mz_range:max,datafile:Crop_P1-E-1_1_14971.d:rt,datafile:Crop_P1-E-1_1_14971.d:rt_range:min,datafile:Crop_P1-E-1_1_14971.d:rt_range:max,datafile:Crop_P1-E-1_1_14971.d:fwhm,datafile:Crop_P1-E-1_1_14971.d:area,datafile:Crop_P1-E-1_1_14971.d:height,datafile:Crop_P1-E-1_1_14971.d:intensity_range:min,datafile:Crop_P1-E-1_1_14971.d:intensity_range:max,datafile:Crop_P1-E-1_1_14971.d:charge,datafile:Crop_P1-E-1_1_14971.d:fragment_scans,datafile:Crop_P1-E-1_1_14971.d:isotopes,datafile:Crop_P1-E-1_1_14971.d:tailing_factor,datafile:Crop_P1-E-1_1_14971.d:asymmetry_factor,datafile:Crop_P1-E-1_1_14971.d:msms_info,datafile:Crop_P1-E-1_1_14971.d:rt_ms2_apex_distance,datafile:Hind_P1-E-3_1_14973.d:feature_state,datafile:Hind_P1-E-3_1_14973.d:mz,datafile:Hind_P1-E-3_1_14973.d:mz_range:min,datafile:Hind_P1-E-3_1_14973.d:mz_range:max,datafile:Hind_P1-E-3_1_14973.d:rt,datafile:Hind_P1-E-3_1_14973.d:rt_range:min,datafile:Hind_P1-E-3_1_14973.d:rt_range:max,datafile:Hind_P1-E-3_1_14973.d:fwhm,datafile:Hind_P1-E-3_1_14973.d:area,datafile:Hind_P1-E-3_1_14973.d:height,datafile:Hind_P1-E-3_1_14973.d:intensity_range:min,datafile:Hind_P1-E-3_1_14973.d:intensity_range:max,datafile:Hind_P1-E-3_1_14973.d:charge,datafile:Hind_P1-E-3_1_14973.d:fragment_scans,datafile:Hind_P1-E-3_1_14973.d:isotopes,datafile:Hind_P1-E-3_1_14973.d:tailing_factor,datafile:Hind_P1-E-3_1_14973.d:asymmetry_factor,datafile:Hind_P1-E-3_1_14973.d:msms_info,datafile:Hind_P1-E-3_1_14973.d:rt_ms2_apex_distance,datafile:Mid_P1-E-2_1_14972.d:feature_state,datafile:Mid_P1-E-2_1_14972.d:mz,datafile:Mid_P1-E-2_1_14972.d:mz_range:min,datafile:Mid_P1-E-2_1_14972.d:mz_range:max,datafile:Mid_P1-E-2_1_14972.d:rt,datafile:Mid_P1-E-2_1_14972.d:rt_range:min,datafile:Mid_P1-E-2_1_14972.d:rt_range:max,datafile:Mid_P1-E-2_1_14972.d:fwhm,datafile:Mid_P1-E-2_1_14972.d:area,datafile:Mid_P1-E-2_1_14972.d:height,datafile:Mid_P1-E-2_1_14972.d:intensity_range:min,datafile:Mid_P1-E-2_1_14972.d:intensity_range:max,datafile:Mid_P1-E-2_1_14972.d:charge,datafile:Mid_P1-E-2_1_14972.d:fragment_scans,datafile:Mid_P1-E-2_1_14972.d:isotopes,datafile:Mid_P1-E-2_1_14972.d:tailing_factor,datafile:Mid_P1-E-2_1_14972.d:asymmetry_factor,datafile:Mid_P1-E-2_1_14972.d:msms_info,datafile:Mid_P1-E-2_1_14972.d:rt_ms2_apex_distance
8265,577.32149,577.3099,577.33086,2.7276,2.6924,2.8045,1.743E2,3.44E3,2.56E2,3.44E3,1,1,0.2,1,0,1,0,0,0,0,442,-1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63,ESTIMATED,577.32645,577.31826,577.32873,2.7416,2.6946,2.7607,0.0431,1.066E2,2.43E3,1.323E3,2.43E3,,,,0.702,0.404,0,,DETECTED,577.31826,577.31631,577.33086,2.7399,2.7127,2.8045,0.0532,1.743E2,3.44E3,3.036E2,3.44E3,1,1,9,1.5493,2.0144,1,0.0036,ESTIMATED,577.31976,577.3099,577.32972,2.7013,2.6924,2.7196,0.0323,2.434E1,1.252E3,2.56E2,1.252E3,,,,1.5196,2.0393,0,
8269,690.28694,690.27549,690.29377,2.7525,2.6858,2.8704,2.341E2,2.891E3,2.723E2,2.891E3,1,2,0.2,1,0,1,0,0,0,0,443,-1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63,ESTIMATED,690.29336,690.28302,690.29377,2.7511,2.7416,2.7796,0.0227,5.904E1,2.641E3,1.687E3,2.641E3,,,,2.0156,3.0311,0,,DETECTED,690.28302,690.27549,690.28846,2.7399,2.6858,2.8704,0.0718,2.341E2,2.891E3,2.723E2,2.891E3,1,2,3,1.6544,2.3278,2,0.0126,ESTIMATED,690.28443,690.27689,690.28822,2.7665,2.7572,2.7852,0.0751,2.288E1,1.033E3,3.98E2,1.033E3,,,,1.5083,2.0167,0,
8270,709.53255,709.52168,709.53961,2.74,2.6768,2.8139,8.242E1,1.003E3,1.04E2,1.003E3,1,0,0.2,1,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63,ESTIMATED,709.53025,709.5221,709.53225,2.7229,2.7133,2.7416,0.0158,5.525E0,4.68E2,1.15E2,4.68E2,,,,1.4772,1.9544,0,,DETECTED,709.52778,709.52168,709.53826,2.7399,2.6768,2.8139,0.0877,8.242E1,1.003E3,1.04E2,1.003E3,1,,2,1.0866,1.1446,0,,ESTIMATED,709.53961,709.52778,709.53961,2.7572,2.7478,2.7665,0.0186,1.837E0,1.97E2,1.97E2,1.97E2,,,,0.9961,0.9921,0,
8277,696.30479,696.29554,696.32389,2.7398,2.6672,3.0262,9.34E2,1.166E4,2.216E2,1.166E4,1,7,1,3,0,0.969,16.97,0.01181,0.0201,0,1,7,16,542,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63,DETECTED,696.31246,696.30342,696.32389,2.7416,2.6672,3.0262,0.0866,9.34E2,8.929E3,2.258E2,8.929E3,1,5,6,2.2473,1.8243,5,-0.0524,DETECTED,696.30065,696.29554,696.30732,2.7489,2.6947,2.9154,0.0612,8.788E2,1.166E4,7.527E2,1.166E4,1,1,12,1.7606,2.1703,1,-0.0235,DETECTED,696.30125,696.29806,696.31245,2.7288,2.6744,2.8509,0.0902,2.188E2,2.382E3,2.216E2,2.382E3,1,1,7,1.6209,2.3972,1,-0.0053
8283,599.4071,599.3962,599.41506,2.7526,2.7103,2.8232,1.284E2,2.262E3,2.237E2,2.262E3,1,0,0.2,1,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ESTIMATED,599.41333,599.39849,599.41506,2.7701,2.7511,2.7796,0.0149,2.091E1,1.971E3,2.3E2,1.971E3,,,,0.7489,0.9819,0,,ESTIMATED,599.40468,599.39982,599.41001,2.7399,2.7127,2.7489,0.0217,4.014E1,1.896E3,4.58E2,1.896E3,,,,0.6659,0.3317,0,,DETECTED,599.4033,599.3962,599.40506,2.7478,2.7103,2.8232,0.0484,1.284E2,2.262E3,2.237E2,2.262E3,1,,4,1.42,1.7534,0,
8288,764.29239,764.27339,764.30224,2.7491,2.6834,2.9708,5.047E2,5.87E3,1.361E2,5.87E3,1,3,0.4,2,0,0.941,1.13,0.00087,0.0196,0,1,7,9,542,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63,ESTIMATED,764.30092,764.29876,764.30224,2.7511,2.7038,2.7892,0.0739,3.716E2,5.87E3,2.514E3,5.87E3,,,,0.9035,0.8069,0,,DETECTED,764.28855,764.27339,764.30204,2.7579,2.6858,2.9708,0.0605,5.047E2,5.448E3,2.828E2,5.448E3,1,1,5,1.6192,2.4027,1,-0.0234,DETECTED,764.28769,764.27822,764.29403,2.7383,2.6834,2.8603,0.0376,1.282E2,1.796E3,1.361E2,1.796E3,1,2,2,1.611,2.4267,2,0.0042
8295,622.30198,622.29723,622.31336,2.7493,2.6855,2.7796,1.324E2,3.033E3,4.3E2,3.033E3,1,1,0.2,1,0,1,0,0,0,0,444,-1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63,DETECTED,622.30906,622.30651,622.31336,2.7511,2.6855,2.7796,0.0954,1.324E2,2.195E3,7.52E2,2.195E3,1,1,3,0.718,0.4361,1,-0.0112,ESTIMATED,622.29743,622.29723,622.30906,2.7489,2.7399,2.7579,0.018,3.381E1,3.033E3,1.448E3,3.033E3,,,,0.9983,0.9967,0,,ESTIMATED,622.29945,622.29728,622.30906,2.7478,2.7196,2.7572,0.0293,1.422E1,5.65E2,4.3E2,5.65E2,,,,0.6656,0.3313,0,
8298,619.16701,619.15567,619.17579,2.7584,2.6563,2.9055,5.209E2,5.272E3,3.275E2,5.272E3,1,3,0.4,2,0,0.924,1.29,0.0008,0.0475,0,445,-1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63,ESTIMATED,619.17325,619.1639,619.17579,2.7701,2.7416,2.7988,0.1124,6.66E1,1.642E3,7.51E2,1.642E3,,,,1.0022,1.0044,0,,DETECTED,619.1635,619.1564,619.17136,2.7763,2.6947,2.8612,0.0944,3.646E2,3.787E3,6.743E2,3.787E3,1,1,6,1.0205,1.1299,2,-0.0054,DETECTED,619.1643,619.15567,619.17376,2.7288,2.6563,2.9055,0.0889,5.209E2,5.272E3,3.275E2,5.272E3,1,2,15,1.8689,2.8177,4,-0.0035
8306,600.28635,600.27351,600.29471,2.7428,2.6679,3.0815,1.155E3,5.721E3,1.337E2,5.721E3,1,3,0.2,1,3,1,0,0,0,0,1,15,12,542,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63,ESTIMATED,600.29177,600.27351,600.29471,2.7416,2.7229,2.7701,0.1277,5.041E1,1.54E3,4.17E2,1.54E3,,,,1.2596,1.5193,0,,DETECTED,600.28314,600.2752,600.29359,2.7579,2.6679,3.0815,0.1866,1.155E3,5.721E3,1.337E2,5.721E3,1,3,2,2.4825,3.9097,4,-0.0198,ESTIMATED,600.28416,600.28205,600.28679,2.7288,2.7196,2.8041,0.0768,2.748E2,4.777E3,2.256E3,4.777E3,,,,4.5591,8.1181,0,
8323,313.22039,313.21802,313.22906,2.7741,2.7038,2.8755,1.504E2,2.28E3,1.821E2,2.28E3,1,0,0.2,1,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DETECTED,313.22368,313.21859,313.22906,2.7796,2.7038,2.8755,0.0562,1.504E2,2.28E3,1.821E2,2.28E3,1,,3,1.1998,1.3449,3,,ESTIMATED,313.21901,313.21854,313.22368,2.7763,2.7671,2.7952,0.1185,3.823E1,1.895E3,7.58E2,1.895E3,,,,1.53,2.0601,0,,ESTIMATED,313.21848,313.21802,313.22368,2.7665,2.7478,2.7758,0.0282,2.926E1,1.792E3,1.352E3,1.792E3,,,,0.7495,0.499,0,
8338,197.96228,197.95951,197.96505,2.7961,2.7103,2.8704,1.174E3,1.328E4,1.726E3,1.328E4,1,0,0.4,2,1,0.987,0.72,0.00014,0.0004,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ESTIMATED,197.96458,197.96407,197.96505,2.7796,2.7607,2.8466,0.0429,9.856E2,1.328E4,1.03E4,1.328E4,,,,2.262,3.524,0,,DETECTED,197.9612,197.96047,197.96291,2.8045,2.7307,2.8704,0.1143,7.754E2,8.113E3,1.726E3,8.113E3,1,,4,0.9462,0.8925,0,,DETECTED,197.96106,197.95951,197.96153,2.8041,2.7103,2.8603,0.127,1.174E3,1.045E4,2.927E3,1.045E4,1,,15,0.7992,0.5984,7,
8341,664.37531,664.36428,664.38774,2.8185,2.6947,2.8695,2.919E2,3.294E3,9.454E1,3.294E3,1,0,0.4,2,2,0.927,1.36,0.00091,0.028,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ESTIMATED,664.37643,664.37311,664.38774,2.837,2.8272,2.8466,0.0193,4.104E0,3.71E2,1.09E2,3.71E2,,,,0.9869,0.9738,0,,DETECTED,664.3743,664.36428,664.38209,2.7952,2.6947,2.8612,0.0907,2.919E2,3.294E3,1.269E2,3.294E3,1,,24,0.9679,1.0611,2,,DETECTED,664.37521,664.36538,664.38339,2.8232,2.7196,2.8695,0.0912,1.01E2,1.188E3,9.454E1,1.188E3,1,,3,0.7232,0.4655,2,
8342,308.25748,308.25129,308.26281,2.8247,2.7701,2.8974,1.632E2,3.424E3,3.23E2,3.424E3,1,0,0.6,3,0,0.804,9.02,0.00278,0.0097,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ESTIMATED,308.26067,308.25676,308.26281,2.837,2.7701,2.8466,0.0443,1.026E2,2.805E3,3.23E2,2.805E3,,,,0.5713,0.1964,0,,DETECTED,308.25566,308.25129,308.25769,2.8139,2.7763,2.8974,0.0706,1.632E2,2.254E3,3.594E2,2.254E3,1,,4,1.6116,2.0508,5,,ESTIMATED,308.25611,308.25356,308.25868,2.8232,2.8041,2.8325,0.0273,7.177E1,3.424E3,1.416E3,3.424E3,,,,0.7431,0.4862,0,
8359,170.94312,170.94,170.94573,2.8247,2.7103,2.8884,2.563E2,2.893E3,3.359E2,2.893E3,1,0,0.4,2,1,0.973,1.48,0.00025,0.0097,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ESTIMATED,170.94505,170.94216,170.94573,2.8179,2.7892,2.8466,0.0673,1.041E2,2.893E3,1.196E3,2.893E3,,,,1.0006,1.0012,0,,DETECTED,170.94228,170.94057,170.94416,2.833,2.7127,2.8884,0.1538,2.014E2,1.748E3,4.782E2,1.748E3,1,,2,0.7307,0.4613,0,,DETECTED,170.94203,170.94,170.94535,2.8232,2.7103,2.8874,0.1384,2.563E2,2.15E3,3.359E2,2.15E3,1,,2,0.7843,0.5686,0,
8362,743.13874,743.1248,743.15039,2.8309,2.7572,2.9516,2.39E2,2.34E3,2.261E2,2.34E3,1,3,0.2,1,0,1,0,0,0,0,446,-1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ESTIMATED,743.14268,743.1248,743.15039,2.8179,2.7892,2.837,0.029,2.196E1,8E2,2.59E2,8E2,,,,0.8344,0.6688,0,,ESTIMATED,743.1352,743.12555,743.1387,2.8424,2.7952,2.8519,0.0442,5.277E1,1.414E3,4.25E2,1.414E3,,,,0.6003,0.2005,0,,DETECTED,743.13834,743.12766,743.1469,2.8325,2.7572,2.9516,0.1029,2.39E2,2.34E3,2.261E2,2.34E3,1,3,34,1.2888,1.6755,4,-0.0242
8367,533.20642,533.20114,533.21543,2.8402,2.7671,2.8974,1.477E2,1.941E3,1.395E2,1.941E3,1,0,0.2,1,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61,ESTIMATED,533.20917,533.20547,533.20917,2.8272,2.8179,2.837,0.0192,1.496E0,1.56E2,1.56E2,1.56E2,,,,1.0213,1.0426,0,,DETECTED,533.20547,533.20238,533.21543,2.833,2.7671,2.8974,0.0797,1.477E2,1.941E3,1.395E2,1.941E3,1,,6,1.031,1.3254,0,,ESTIMATED,533.2046,533.20114,533.21318,2.8603,2.8417,2.8695,0.0171,6.354E0,4.87E2,1.97E2,4.87E2,,,,0.7492,0.4983,0,
8373,755.39256,755.37917,755.40517,2.8467,2.7946,2.8884,5.681E1,1.558E3,1.24E2,1.558E3,1,1,0.2,1,0,1,0,0,0,0,447,-1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ESTIMATED,755.39694,755.37917,755.40517,2.8466,2.8083,2.8755,0.0462,1.581E1,3.5E2,1.24E2,3.5E2,,,,0.8778,0.7556,0,,ESTIMATED,755.39026,755.37971,755.39451,2.8519,2.7952,2.8884,0.0339,4.096E1,9.4E2,1.98E2,9.4E2,,,,0.8227,0.6453,0,,DETECTED,755.39047,755.38316,755.39264,2.8417,2.7946,2.8695,0.033,5.681E1,1.558E3,2.212E2,1.558E3,1,1,4,0.7955,0.6741,1,-0.007
8377,329.2466,329.23979,329.25033,2.8406,2.7579,2.9797,1.404E3,2.125E4,1.193E2,2.125E4,1,0,0.2,1,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61,ESTIMATED,329.25033,329.24509,329.25033,2.8562,2.8466,2.8657,0.0191,3.006E0,3.15E2,3.15E2,3.15E2,,,,0.9891,0.9783,0,,DETECTED,329.24509,329.24213,329.24785,2.8424,2.7579,2.9797,0.0635,1.404E3,2.125E4,1.193E2,2.125E4,1,,4,1.1767,0.9573,14,,ESTIMATED,329.24439,329.23979,329.24693,2.8232,2.8041,2.8325,0.1167,7.612E0,3.36E2,1.2E2,3.36E2,,,,0.7431,0.4862,0,
8384,722.46208,722.44875,722.47899,2.8498,2.7701,2.9876,6.921E2,1.075E4,2.805E2,1.075E4,1,4,0.4,2,1,0.869,2.75,0.00199,0.0053,0,448,-1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68,DETECTED,722.46698,722.45609,722.47899,2.8466,2.7701,2.9876,0.1034,4.459E2,3.945E3,2.805E2,3.945E3,1,2,3,1.4225,1.6208,3,-0.0531,DETECTED,722.46499,722.44875,722.47206,2.8519,2.7855,2.9154,0.1034,1.166E2,1.392E3,3.189E2,1.392E3,1,2,9,0.9788,0.9575,3,-0.0434,ESTIMATED,722.45428,722.45295,722.46598,2.8509,2.8041,2.8874,0.0942,6.921E2,1.075E4,5.17E3,1.075E4,,,,0.8902,0.7804,0,
8388,469.38519,469.38046,469.39119,2.8512,2.7399,2.989,1.78E3,1.776E4,9.149E1,1.776E4,1,7,0.4,2,0,0.945,0.99,0.00046,0.0366,0,449,-1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61,UNKNOWN,,,,,,,,,,,,,,,,,0,,DETECTED,469.38496,469.38046,469.38903,2.833,2.7399,2.989,0.1052,1.78E3,1.776E4,9.149E1,1.776E4,1,5,4,1.4709,1.7965,6,-0.0528,DETECTED,469.38542,469.38233,469.39119,2.8695,2.7665,2.9144,0.0796,1.99E2,2.414E3,1.997E2,2.414E3,,2,,0.7321,0.4874,2,-0.0314
8390,607.16732,607.15388,607.17541,2.8466,2.7665,3.0179,5.126E2,5.736E3,1.819E2,5.736E3,1,4,0.4,2,0,0.934,1.28,0.00078,0.0179,0,450,-1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68,ESTIMATED,607.17318,607.1644,607.17541,2.837,2.8083,2.8935,0.0596,8.42E1,1.613E3,3.26E2,1.613E3,,,,1.4831,1.9663,0,,DETECTED,607.16479,607.16178,607.17036,2.8424,2.7855,2.9154,0.105,2.185E2,2.911E3,5.913E2,2.911E3,1,1,9,1.1417,1.2834,1,0.0041,DETECTED,607.16401,607.15388,607.17325,2.8603,2.7665,3.0179,0.0865,5.126E2,5.736E3,1.819E2,5.736E3,1,3,33,1.2813,0.9943,3,-0.0536
8391,267.23174,267.2259,267.23527,2.853,2.7478,3.0747,3.217E3,4.522E4,6.529E1,4.522E4,1,2,0.4,2,0,0.941,2.33,0.00062,0.0009,0,451,-1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68,ESTIMATED,267.23456,267.23032,267.23527,2.8562,2.837,2.8845,0.1677,1.374E2,4.316E3,2.118E3,4.316E3,,,,1.2371,1.4741,0,,DETECTED,267.23001,267.2259,267.23268,2.8519,2.7671,3.0542,0.0575,1.653E3,2.279E4,6.529E1,2.279E4,1,,5,1.1881,1.0852,16,,DETECTED,267.23064,267.22728,267.23502,2.8509,2.7478,3.0747,0.0662,3.217E3,4.522E4,2.53E2,4.522E4,1,2,5,1.5715,1.2313,41,0.015
8392,471.19056,471.18217,471.19538,2.8625,2.7665,3.037,8.626E2,9.553E3,1.59E2,9.553E3,1,10,0.4,2,0,0.986,0.18,0.00009,0.0195,0,452,-1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68,ESTIMATED,471.19075,471.18357,471.19128,2.8845,2.8755,2.8935,0.018,2.011E1,2.152E3,1.59E2,2.152E3,,,,0.9981,0.9962,0,,DETECTED,471.19051,471.18606,471.19521,2.8612,2.7855,2.9336,0.0712,3.569E2,4.615E3,5.064E2,4.615E3,1,4,14,0.9785,0.8448,4,-0.0394,DETECTED,471.19042,471.18217,471.19538,2.8417,2.7665,3.037,0.089,8.626E2,9.553E3,2.161E2,9.553E3,1,6,9,1.4579,1.6635,10,-0.0351
8397,335.21945,335.21682,335.22984,2.8529,2.7796,2.9591,1.013E3,2.771E4,2.742E2,2.771E4,1,0,0.2,1,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DETECTED,335.22346,335.21882,335.22984,2.8562,2.7796,2.9591,0.1514,2.592E2,3.338E3,2.742E2,3.338E3,1,,2,1.1889,1.1041,4,,ESTIMATED,335.21732,335.21732,335.22346,2.833,2.8235,2.8424,0.0188,1.003E2,1.065E4,1.065E4,1.065E4,,,,1.0014,1.0028,0,,ESTIMATED,335.21755,335.21682,335.22346,2.8695,2.8325,2.8874,0.214,1.013E3,2.771E4,1.752E4,2.771E4,,,,0.7424,0.4848,0,
8400,479.18651,479.17088,479.1928,2.8623,2.7852,2.9797,1.213E2,1.833E3,1.57E2,1.833E3,1,0,0.4,2,2,0.732,5.84,0.0028,0.0177,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68,ESTIMATED,479.1885,479.17776,479.19149,2.8657,2.8272,2.8755,0.034,2.694E1,9.05E2,2.08E2,9.05E2,,,,0.6277,0.2554,0,,DETECTED,479.18412,479.17088,479.18914,2.8519,2.8139,2.9797,0.134,8.753E1,1.118E3,1.997E2,1.118E3,1,,10,2.1835,2.0135,0,,DETECTED,479.18692,479.18243,479.1928,2.8695,2.7852,2.9055,0.0868,1.213E2,1.833E3,1.57E2,1.833E3,1,,3,0.7134,0.4269,0,
8402,731.43777,731.42916,731.45696,2.8656,2.7852,2.9144,1.651E2,3.125E3,1.291E2,3.125E3,1,2,0.4,2,0,0.894,2.14,0.00157,0.0177,0,453,-1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ESTIMATED,731.43529,731.43294,731.44399,2.8755,2.8657,2.8845,0.0188,5.598E0,5.21E2,1.41E2,5.21E2,,,,0.9601,0.9203,0,,DETECTED,731.4398,731.43123,731.44561,2.8519,2.8139,2.9064,0.0552,1.182E2,2.43E3,1.621E2,2.43E3,1,,13,1.2176,1.6198,2,,DETECTED,731.43823,731.42916,731.45696,2.8695,2.7852,2.9144,0.0518,1.651E2,3.125E3,1.291E2,3.125E3,1,2,3,0.6236,0.6166,2,-0.0054
8410,305.24755,305.24075,305.25332,2.8655,2.6858,3.0726,4.579E3,6.683E4,9.983E1,6.683E4,1,5,1,3,0,0.966,18.36,0.0056,0.0083,0,454,-1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68,DETECTED,305.25111,305.24722,305.25332,2.8657,2.7892,2.9876,0.0513,8.203E2,1.358E4,9.983E1,1.358E4,1,,4,1.4025,1.5898,2,,DETECTED,305.2455,305.24075,305.25008,2.8612,2.6858,3.0726,0.0625,4.579E3,6.683E4,2.963E2,6.683E4,1,4,9,1.3666,1.8875,30,0.0129,DETECTED,305.24603,305.24227,305.24964,2.8695,2.7946,3.0275,0.059,2.331E3,3.456E4,1.255E2,3.456E4,1,1,6,1.2095,1.3229,19,0.0107
8411,717.25799,717.24542,717.26739,2.8687,2.8136,2.9154,9.564E1,2.123E3,1.904E2,2.123E3,1,0,0.4,2,0,0.812,3.94,0.00283,0.0102,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68,ESTIMATED,717.26421,717.25341,717.26739,2.8755,2.8179,2.8935,0.0226,5.821E1,1.974E3,2.12E2,1.974E3,,,,0.6564,0.3421,0,,DETECTED,717.25629,717.24805,717.26048,2.8704,2.833,2.9154,0.0448,8.022E1,1.881E3,2.225E2,1.881E3,1,,8,1.0995,1.5289,0,,DETECTED,717.25347,717.24542,717.25841,2.8603,2.8136,2.9055,0.0481,9.564E1,2.123E3,1.904E2,2.123E3,1,,12,1.0676,1.2465,0,
8412,919.50168,919.48141,919.51536,2.8717,2.8136,2.9897,5.506E2,1.071E4,1.393E2,1.071E4,1,6,0.4,2,0,0.984,0.28,0.00026,0.0102,0,455,-1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ESTIMATED,919.50956,919.48141,919.51536,2.8845,2.8657,2.8935,0.0244,1.657E1,9.61E2,3.07E2,9.61E2,,,,0.7387,0.4774,0,,DETECTED,919.49787,919.49344,919.50615,2.8704,2.8424,2.9431,0.0364,1.431E2,3.729E3,2.54E2,3.729E3,1,5,3,1.6839,1.5611,9,-0.0239,DETECTED,919.49761,919.48189,919.50882,2.8603,2.8136,2.9897,0.0474,5.506E2,1.071E4,1.393E2,1.071E4,1,1,4,1.5129,2.1526,1,-0.0147
