id,mz,mz_range:min,mz_range:max,rt,rt_range:min,rt_range:max,area,height,intensity_range:min,intensity_range:max,charge,fragment_scans,alignment_scores:rate,alignment_scores:aligned_features_n,alignment_scores:align_extra_features,alignment_scores:weighted_distance_score,alignment_scores:mz_diff_ppm,alignment_scores:mz_diff,alignment_scores:rt_absolute_error,alignment_scores:ion_mobility_absolute_error,molecular_networking:net_cluster_id,molecular_networking:net_community_id,molecular_networking:edges,molecular_networking:net_cluster_size,molecular_networking:net_community_size,ion_identities:iin_id,ion_identities:ion_identities,ion_identities:list_size,ion_identities:neutral_mass,ion_identities:partner_row_ids,ion_identities:iin_relationship,ion_identities:consensus_formulas,ion_identities:simple_formulas,preferred_annotation:compound_name,preferred_annotation:mol_formula,preferred_annotation:adduct,preferred_annotation:score,preferred_annotation:precursor_mz,preferred_annotation:annotation_method,preferred_annotation:n_matching_signals,preferred_annotation:explained_intensity_percent,preferred_annotation:smiles,preferred_annotation:inchi,preferred_annotation:mz_diff,preferred_annotation:mz_diff_ppm,preferred_annotation:neutral_mass,preferred_annotation:rt_absolute_error,preferred_annotation:comment,preferred_annotation:classyfire_class,preferred_annotation:ccs,spectral_db_matches:spectral_db_matches,spectral_db_matches:compound_name,spectral_db_matches:similarity_score,spectral_db_matches:n_matching_signals,spectral_db_matches:explained_intensity_percent,spectral_db_matches:ion_adduct,spectral_db_matches:mol_formula,spectral_db_matches:smiles,spectral_db_matches:inchi,spectral_db_matches:classyfire_class,spectral_db_matches:neutral_mass,spectral_db_matches:precursor_mz,spectral_db_matches:mz_diff,spectral_db_matches:mz_diff_ppm,spectral_db_matches:rt_absolute_error,spectral_db_matches:ccs,spectral_db_matches:comment,lipid_annotations:lipid_annotations,lipid_annotations:ion_adduct,lipid_annotations:mol_formula,lipid_annotations:mz_diff_ppm,lipid_annotations:explained_intensity_percent,feature_group,datafile:Crop_P1-E-1_1_14971.d:feature_state,datafile:Crop_P1-E-1_1_14971.d:mz,datafile:Crop_P1-E-1_1_14971.d:mz_range:min,datafile:Crop_P1-E-1_1_14971.d:mz_range:max,datafile:Crop_P1-E-1_1_14971.d:rt,datafile:Crop_P1-E-1_1_14971.d:rt_range:min,datafile:Crop_P1-E-1_1_14971.d:rt_range:max,datafile:Crop_P1-E-1_1_14971.d:fwhm,datafile:Crop_P1-E-1_1_14971.d:area,datafile:Crop_P1-E-1_1_14971.d:height,datafile:Crop_P1-E-1_1_14971.d:intensity_range:min,datafile:Crop_P1-E-1_1_14971.d:intensity_range:max,datafile:Crop_P1-E-1_1_14971.d:charge,datafile:Crop_P1-E-1_1_14971.d:fragment_scans,datafile:Crop_P1-E-1_1_14971.d:isotopes,datafile:Crop_P1-E-1_1_14971.d:tailing_factor,datafile:Crop_P1-E-1_1_14971.d:asymmetry_factor,datafile:Crop_P1-E-1_1_14971.d:msms_info,datafile:Crop_P1-E-1_1_14971.d:rt_ms2_apex_distance,datafile:Hind_P1-E-3_1_14973.d:feature_state,datafile:Hind_P1-E-3_1_14973.d:mz,datafile:Hind_P1-E-3_1_14973.d:mz_range:min,datafile:Hind_P1-E-3_1_14973.d:mz_range:max,datafile:Hind_P1-E-3_1_14973.d:rt,datafile:Hind_P1-E-3_1_14973.d:rt_range:min,datafile:Hind_P1-E-3_1_14973.d:rt_range:max,datafile:Hind_P1-E-3_1_14973.d:fwhm,datafile:Hind_P1-E-3_1_14973.d:area,datafile:Hind_P1-E-3_1_14973.d:height,datafile:Hind_P1-E-3_1_14973.d:intensity_range:min,datafile:Hind_P1-E-3_1_14973.d:intensity_range:max,datafile:Hind_P1-E-3_1_14973.d:charge,datafile:Hind_P1-E-3_1_14973.d:fragment_scans,datafile:Hind_P1-E-3_1_14973.d:isotopes,datafile:Hind_P1-E-3_1_14973.d:tailing_factor,datafile:Hind_P1-E-3_1_14973.d:asymmetry_factor,datafile:Hind_P1-E-3_1_14973.d:msms_info,datafile:Hind_P1-E-3_1_14973.d:rt_ms2_apex_distance,datafile:Mid_P1-E-2_1_14972.d:feature_state,datafile:Mid_P1-E-2_1_14972.d:mz,datafile:Mid_P1-E-2_1_14972.d:mz_range:min,datafile:Mid_P1-E-2_1_14972.d:mz_range:max,datafile:Mid_P1-E-2_1_14972.d:rt,datafile:Mid_P1-E-2_1_14972.d:rt_range:min,datafile:Mid_P1-E-2_1_14972.d:rt_range:max,datafile:Mid_P1-E-2_1_14972.d:fwhm,datafile:Mid_P1-E-2_1_14972.d:area,datafile:Mid_P1-E-2_1_14972.d:height,datafile:Mid_P1-E-2_1_14972.d:intensity_range:min,datafile:Mid_P1-E-2_1_14972.d:intensity_range:max,datafile:Mid_P1-E-2_1_14972.d:charge,datafile:Mid_P1-E-2_1_14972.d:fragment_scans,datafile:Mid_P1-E-2_1_14972.d:isotopes,datafile:Mid_P1-E-2_1_14972.d:tailing_factor,datafile:Mid_P1-E-2_1_14972.d:asymmetry_factor,datafile:Mid_P1-E-2_1_14972.d:msms_info,datafile:Mid_P1-E-2_1_14972.d:rt_ms2_apex_distance
19539,811.67746,811.66263,811.68255,5.0958,4.9789,5.1764,1.007E3,1.543E4,1.78E2,1.543E4,1,1,0.2,1,1,1,0,0,0,0,1062,-1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,158,ESTIMATED,811.68255,811.67255,811.68255,5.0786,5.0697,5.0876,0.0179,1.596E0,1.78E2,1.78E2,1.78E2,,,,1.0021,1.0043,0,,DETECTED,811.67255,811.66263,811.67851,5.0954,4.9789,5.1764,0.053,1.007E3,1.543E4,3.975E2,1.543E4,1,1,13,0.9544,0.9732,1,-0.0107,ESTIMATED,811.67727,811.6644,811.68236,5.1132,5.0952,5.1221,0.0164,2.487E1,1.988E3,7.86E2,1.988E3,,,,0.7484,0.4968,0,
19546,527.4732,527.46568,527.4807,5.0958,5.0595,5.1851,4.205E3,1.274E5,2.839E2,1.274E5,1,3,0.8,4,0,0.816,6.9,0.00364,0.0021,0,29,76,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,158,ESTIMATED,527.47913,527.47126,527.47967,5.0966,5.0697,5.1415,0.0311,3.061E3,8.929E4,1.225E4,8.929E4,,,,1.3347,2.0037,0,,DETECTED,527.46968,527.46568,527.47134,5.0954,5.0595,5.1584,0.0296,4.205E3,1.274E5,2.839E2,1.274E5,1,1,6,1.4356,1.756,1,-0.0018,DETECTED,527.47079,527.46856,527.4807,5.0952,5.0683,5.1851,0.0321,3.859E3,1.087E5,4.282E2,1.087E5,1,2,2,1.427,2.2187,2,-0.0126
19547,882.53391,882.51966,882.55314,5.1018,5.0234,5.4906,5.081E2,5.796E3,2.831E2,5.796E3,1,0,0.4,2,0,0.653,7.16,0.00632,0.0346,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,158,DETECTED,882.53914,882.53574,882.54818,5.0786,5.0518,5.1504,0.0688,2.036E2,3.257E3,1.046E3,3.257E3,1,,11,1.8378,2.6756,0,,ESTIMATED,882.52976,882.52568,882.53665,5.1134,5.0865,5.1224,,4.285E1,2.36E3,1.206E3,2.36E3,,,,0.6676,0.3352,0,,DETECTED,882.53282,882.51966,882.55314,5.1132,5.0234,5.4906,0.0326,5.081E2,5.796E3,2.831E2,5.796E3,1,,10,2.0503,2.3888,0,
19548,731.36238,731.35492,731.37613,5.0928,4.9789,5.1774,2.421E2,8.65E3,1.83E2,8.65E3,1,0,0.6,3,2,0.797,5.54,0.00405,0.0915,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,158,DETECTED,731.36618,731.3586,731.37299,5.1146,5.0697,5.1774,0.0462,2.377E2,5.642E3,2.255E2,5.642E3,1,,3,1.5799,1.6249,0,,DETECTED,731.36441,731.35836,731.37501,5.0416,4.9789,5.0685,0.0672,6.032E1,1.223E3,3.282E2,1.223E3,1,,3,0.7144,0.4289,0,,ESTIMATED,731.35654,731.35492,731.37613,5.1221,5.0952,5.1401,0.0576,2.421E2,8.65E3,1.83E2,8.65E3,,,,0.8341,0.6682,0,
19551,528.08273,528.07627,528.09656,5.0987,5.0518,5.1504,2.369E2,6.947E3,2.335E2,6.947E3,1,0,0.2,1,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,158,DETECTED,528.08643,528.08015,528.09506,5.0966,5.0518,5.1504,0.0426,2.369E2,5.305E3,2.335E2,5.305E3,1,,7,1.282,2.0681,0,,ESTIMATED,528.08069,528.07861,528.08643,5.0954,5.0865,5.1044,0.0179,6.152E1,5.302E3,3.135E3,5.302E3,,,,1.0041,1.0082,0,,ESTIMATED,528.08106,528.07627,528.09656,5.1042,5.0952,5.1401,0.017,1.268E2,6.947E3,4.35E2,6.947E3,,,,2.4972,3.9943,0,
19566,528.08079,528.07042,528.08861,5.0958,5.0413,5.1584,2.303E2,6.077E3,5.123E1,6.077E3,1,0,0.8,4,0,0.722,8.14,0.0043,0.0089,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,158,ESTIMATED,528.08532,528.07892,528.08861,5.0966,5.0697,5.1415,0.0355,2.186E2,6.077E3,2.35E2,6.077E3,,,,1.3347,1.6693,0,,DETECTED,528.0805,528.07487,528.0861,5.0954,5.0685,5.1584,0.0411,2.057E2,4.752E3,4.641E2,4.752E3,1,,5,1.573,1.9991,0,,DETECTED,528.07656,528.07042,528.08576,5.0952,5.0413,5.1581,0.0368,2.303E2,5.513E3,5.123E1,5.513E3,1,,4,0.9409,1.7272,0,
19575,595.4313,595.4216,595.43699,5.1107,5.0595,5.1854,7.171E2,1.714E4,3.063E2,1.714E4,1,3,0.6,3,0,0.831,4.95,0.00295,0.0092,0,1063,-1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,158,ESTIMATED,595.43601,595.42905,595.43681,5.1235,5.0876,5.1325,0.0377,1.711E2,5.994E3,3.296E3,5.994E3,,,,0.6249,0.2498,0,,DETECTED,595.42747,595.4216,595.43699,5.1044,5.0595,5.1854,0.0347,7.171E2,1.714E4,3.063E2,1.714E4,1,2,4,1.7517,1.3476,2,-0.0125,DETECTED,595.43041,595.42304,595.43635,5.1042,5.0683,5.1761,0.0354,5.82E2,1.395E4,5.836E2,1.395E4,1,1,5,1.3312,1.2594,1,-0.0144
19579,528.81905,528.81207,528.82609,5.1167,5.0865,5.1504,3.742E1,3.711E3,5.33E2,3.711E3,,0,0.2,1,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ESTIMATED,528.81669,528.81335,528.82609,5.1415,5.1325,5.1504,0.0179,2.078E1,1.74E3,5.33E2,1.74E3,,,,0.9997,0.9993,0,,ESTIMATED,528.81454,528.81207,528.8242,5.0954,5.0865,5.1044,0.0179,3.742E1,3.711E3,9.46E2,3.711E3,,,,1.0041,1.0082,0,,ESTIMATED,528.82592,528.82251,528.82592,5.1132,5.1042,5.1221,0.0179,1.891E1,2.111E3,2.111E3,2.111E3,,,,0.9967,0.9935,0,
19580,529.20861,529.19866,529.21791,5.1018,5.0683,5.1504,9.088E1,3.432E3,3.28E2,3.432E3,,0,0.2,1,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ESTIMATED,529.21059,529.19866,529.21775,5.1056,5.0697,5.1504,0.0561,8.336E1,1.819E3,5.8E2,1.819E3,,,,1.1242,1.2484,0,,ESTIMATED,529.2134,529.20126,529.21791,5.0954,5.0865,5.1314,0.0262,6.946E1,2.998E3,5.23E2,2.998E3,,,,2.5188,3.2702,0,,ESTIMATED,529.20185,529.19892,529.20819,5.1042,5.0683,5.1221,0.1115,9.088E1,3.432E3,3.28E2,3.432E3,,,,0.7493,0.6178,0,
19597,860.50313,860.48357,860.51594,5.1018,5.0234,5.1851,1.359E2,1.976E3,1.51E2,1.976E3,1,0,0.2,1,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,158,ESTIMATED,860.50399,860.50052,860.504,5.1235,5.1146,5.1325,0.0179,6.669E0,6.41E2,2.06E2,6.41E2,,,,1.0008,1.0016,0,,ESTIMATED,860.50488,860.48357,860.51594,5.0775,5.0685,5.1134,0.0299,1.939E1,7.72E2,1.51E2,7.72E2,,,,2.5001,3.2239,0,,DETECTED,860.50052,860.48739,860.51264,5.1042,5.0234,5.1851,0.1216,1.359E2,1.976E3,4.167E2,1.976E3,1,,14,1,0.9999,0,
19606,410.40678,410.39882,410.41416,5.1048,5.0144,5.1584,4.902E2,1.182E4,3.111E2,1.182E4,1,0,0.4,2,0,0.955,1.17,0.00048,0.0002,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,158,ESTIMATED,410.40822,410.40573,410.40853,5.1056,5.0966,5.1146,0.018,4.561E1,4.775E3,5.94E2,4.775E3,,,,0.9968,0.9936,0,,DETECTED,410.40582,410.40138,410.41416,5.1044,5.0416,5.1584,0.0452,4.902E2,1.182E4,6.597E2,1.182E4,1,,3,0.8104,0.9286,0,,DETECTED,410.4063,410.39882,410.41159,5.1042,5.0144,5.1401,0.0312,3.247E2,7.914E3,3.111E2,7.914E3,1,,2,0.9979,0.9797,0,
19637,527.44418,527.4331,527.46023,5.1048,5.0148,5.6161,9.682E4,2.184E6,3.222E2,2.184E6,1,124,1,3,3,0.826,18.46,0.00974,0.0014,0,29,76,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,158,DETECTED,527.45035,527.44065,527.46023,5.1056,5.0429,5.5901,0.0415,7.303E4,1.619E6,4.183E2,1.619E6,1,42,5,1.0589,1.1203,46,-0.0502,DETECTED,527.44061,527.4331,527.4472,5.1044,5.0148,5.6161,0.0412,9.682E4,2.184E6,3.222E2,2.184E6,1,37,5,1.0534,1.067,38,-0.0323,DETECTED,527.4416,527.43535,527.44747,5.1042,5.0324,5.5709,0.0425,9.038E4,2.007E6,3.342E2,2.007E6,1,45,5,1.1187,1.216,47,-0.0323
19643,833.60658,833.58893,833.62083,5.0868,4.952,5.1674,2.492E3,3.914E4,5.253E2,3.914E4,1,0,0.6,3,5,0.776,5.99,0.00499,0.002,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,158,ESTIMATED,833.61521,833.61176,833.6183,5.0697,5.0607,5.1325,0.0547,1.294E3,2.379E4,1.255E4,2.379E4,,,,3.997,6.9939,0,,DETECTED,833.60298,833.58893,833.62083,5.1044,4.952,5.1674,0.035,5.352E2,6.74E3,5.253E2,6.74E3,1,,3,0.5905,0.3443,0,,ESTIMATED,833.60155,833.59858,833.60421,5.0862,5.0683,5.1491,0.0954,2.492E3,3.914E4,1.959E4,3.914E4,,,,2.2525,3.505,0,
19645,743.58069,743.57005,743.59864,5.102,4.9175,5.2755,1.256E3,1.637E4,2.426E2,1.637E4,1,0,0.4,2,1,0.726,3.81,0.00283,0.3042,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DETECTED,743.58567,743.57005,743.59864,4.9533,4.9175,5.1325,0.1464,1.256E3,1.074E4,1.316E3,1.074E4,1,,5,2.9985,4.3042,0,,DETECTED,743.58284,743.57143,743.58982,5.2575,5.2306,5.2755,0.0285,3.425E1,1.58E3,2.426E2,1.58E3,1,,8,0.8328,0.9566,0,,ESTIMATED,743.57356,743.57021,743.57581,5.0952,5.0772,5.1042,0.0279,3.526E2,1.637E4,6.438E3,1.637E4,,,,0.7495,0.499,0,
19666,819.58791,819.57549,819.60719,5.1048,5.0339,5.1684,4.397E2,5.669E3,3.283E2,5.669E3,1,0,0.2,1,3,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,158,DETECTED,819.5913,819.58347,819.60719,5.1056,5.0339,5.1684,0.0699,4.397E2,5.542E3,3.283E2,5.542E3,1,,9,0.9991,1.0164,0,,ESTIMATED,819.58546,819.57752,819.5913,5.0954,5.0775,5.1404,0.0454,7.814E1,2.201E3,6.6E2,2.201E3,,,,1.7548,2.5096,0,,ESTIMATED,819.58698,819.57549,819.60203,5.1132,5.1042,5.1491,0.0763,1.951E2,5.669E3,1.512E3,5.669E3,,,,2.4964,3.9928,0,
19670,872.67483,872.66468,872.69409,5.1077,5.025,5.2764,7.721E2,9.329E3,2.59E2,9.329E3,1,1,0.2,1,0,1,0,0,0,0,1064,-1,0,1,0,,,,,,,,,PC O-39:2,C47H92NO7P,[M+CH3COO]-,0.692,872.67499,Lipid Annotation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PC O-39:2,[M+CH3COO]-,C47H92NO7P,0.18,0.6922,158,DETECTED,872.68005,872.67234,872.69409,5.1056,5.025,5.2764,0.0639,7.721E2,9.329E3,5.432E2,9.329E3,1,1,9,1.5146,2.8712,1,-0.0036,ESTIMATED,872.67341,872.66881,872.69255,5.1134,5.1044,5.1404,0.0155,6.682E1,5.314E3,2.59E2,5.314E3,,,,1.526,1.8517,0,,ESTIMATED,872.67105,872.66468,872.69342,5.1042,5.0772,5.1132,0.0242,9.599E1,4.204E3,4.69E2,4.204E3,,,,0.6665,0.333,0,
19673,931.64771,931.63239,931.66716,5.1197,5.0429,5.1504,1.097E2,2.23E3,1.84E2,2.23E3,1,0,0.2,1,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,158,DETECTED,931.6501,931.64469,931.65912,5.1056,5.0429,5.1504,0.0724,1.097E2,2.007E3,3.452E2,2.007E3,1,,3,0.8574,0.9013,0,,ESTIMATED,931.64259,931.63239,931.66607,5.1134,5.0865,5.1224,0.0178,3.814E1,2.23E3,1.92E2,2.23E3,,,,0.6676,0.3352,0,,ESTIMATED,931.65044,931.63382,931.66716,5.1401,5.1221,5.1491,0.0442,2.31E1,1.324E3,1.84E2,1.324E3,,,,0.7498,0.4997,0,
19685,680.61189,680.60425,680.61623,5.1167,5.0595,5.1854,5.53E3,1.214E5,2.457E0,1.214E5,1,1,0.4,2,1,0.922,1.6,0.00109,0.0088,0,1065,-1,0,1,0,68,[M-H]-,3,681.61813,19685;19512;19005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,158,ESTIMATED,680.61251,680.60785,680.61568,5.1325,5.1235,5.1504,0.0231,3.982E1,2.637E3,1.801E3,2.637E3,,,,1.5003,2.0007,0,,DETECTED,680.61213,680.60728,680.61364,5.1044,5.0595,5.1854,0.0412,5.53E3,1.214E5,2.036E3,1.214E5,1,1,17,1.4387,1.9289,1,-0.0107,DETECTED,680.61105,680.60425,680.61623,5.1132,5.0683,5.1671,0.0555,1.956E2,3.704E3,2.457E0,3.704E3,1,,5,0.9699,0.8683,0,
19687,846.65431,846.63419,846.66938,5.1047,4.9623,5.5984,1.539E4,1.725E5,2.006E2,1.725E5,1,15,1,3,0,0.987,17.67,0.01496,0.0168,0,1,1,38,542,44,,,,,,,,,PC O-20:0_18:1,C46H92NO7P,[M+HCOO]-,0.771,846.65934,Spectral match,4,0.9565,CCCCCCCCCCCCCCCCCCCCOCC(COP([O-])(=O)OCC[N+](C)(C)C)OC(=O)CCCCCCC\C=C/CCCCCCCC,,-0.00503,-5.95,,-7.8353,theoretical MS2 created from the information of SCIEX 5600 and 6600 with 45CE +-15CES,,300.01,PC O-20:0_18:1 (0.771),PC O-20:0_18:1,0.771,4,0.9565,[M+HCOO]-,C46H92NO7P,CCCCCCCCCCCCCCCCCCCCOCC(COP([O-])(=O)OCC[N+](C)(C)C)OC(=O)CCCCCCC\C=C/CCCCCCCC,,,,846.65934,-0.00503,-5.95,-7.8353,300.01,theoretical MS2 created from the information of SCIEX 5600 and 6600 with 45CE +-15CES,,,,,,158,DETECTED,846.66418,846.65012,846.66938,5.0966,4.9623,5.5901,0.0669,1.539E4,1.725E5,8.429E2,1.725E5,1,9,6,1.1899,0.9684,10,-0.0305,DETECTED,846.64922,846.63726,846.66237,5.1134,5.0416,5.5984,0.0656,2.472E3,2.895E4,2.006E2,2.895E4,1,3,3,2.0055,1.8143,3,-0.0413,DETECTED,846.64952,846.63419,846.66275,5.1042,4.9876,5.5975,0.0632,4.419E3,5.155E4,3.349E2,5.155E4,1,3,7,1.1977,1.3061,3,-0.0216
19689,845.58509,845.57439,845.59882,5.1049,4.9878,5.2404,1.234E2,4.016E3,7.046E2,4.016E3,1,0,0.4,2,2,0.84,2.02,0.00171,0.2076,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,158,DETECTED,845.58783,845.57889,845.59167,5.2135,5.1415,5.2404,0.0471,1.234E2,1.726E3,7.046E2,1.726E3,1,,9,0.687,0.374,0,,DETECTED,845.58954,845.57495,845.59882,5.0059,4.9878,5.0506,0.026,6.872E1,2.077E3,8.216E2,2.077E3,1,,3,1.7368,2.4737,0,,ESTIMATED,845.5779,845.57439,845.58869,5.0952,5.0772,5.1042,0.016,5.34E1,4.016E3,9.51E2,4.016E3,,,,0.7495,0.499,0,
19696,529.12048,529.11061,529.12871,5.1137,5.0593,5.1581,1.471E2,3.471E3,4.397E1,3.471E3,1,0,0.2,1,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,158,ESTIMATED,529.12691,529.12083,529.12691,5.1235,5.1146,5.1325,0.0179,1.82E1,2.031E3,2.031E3,2.031E3,,,,1.0008,1.0016,0,,ESTIMATED,529.11369,529.11061,529.12083,5.1044,5.0865,5.1134,0.0243,4.71E1,2.816E3,8.92E2,2.816E3,,,,0.7509,0.5017,0,,DETECTED,529.12083,529.11069,529.12871,5.1132,5.0593,5.1581,0.0442,1.471E2,3.471E3,4.397E1,3.471E3,1,,7,0.7857,0.8966,0,
19722,1194.91714,1194.89133,1194.92947,5.1137,4.898,5.2934,1.409E3,6.305E3,1.36E3,6.305E3,1,8,0.4,2,3,0.971,0.62,0.00074,0.0002,0,1066,-1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,158,ESTIMATED,1194.92809,1194.91166,1194.92901,5.1146,5.0876,5.1235,0.0364,1.097E2,4.911E3,3.265E3,4.911E3,,,,0.6662,0.3323,0,,DETECTED,1194.91129,1194.89133,1194.92733,5.1134,4.8981,5.2306,0.2763,1.119E3,6.305E3,1.36E3,6.305E3,1,2,3,0.7721,0.5442,2,0.0882,DETECTED,1194.91203,1194.89548,1194.92947,5.1132,4.898,5.2934,0.201,1.409E3,5.936E3,1.371E3,5.936E3,1,6,2,0.9187,0.8373,6,-0.0287
19742,761.19453,761.18179,761.20801,5.1077,5.0697,5.1494,4.814E1,2.752E3,1.392E2,2.752E3,1,0,0.2,1,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ESTIMATED,761.19892,761.1853,761.20801,5.1146,5.0697,5.1235,0.02,4.814E1,2.752E3,2.03E2,2.752E3,,,,0.5989,0.3366,0,,DETECTED,761.1935,761.18179,761.20354,5.1134,5.0865,5.1494,0.0319,4.089E1,1.464E3,1.392E2,1.464E3,1,,4,1.4682,1.775,0,,ESTIMATED,761.19117,761.18684,761.1935,5.0952,5.0862,5.1132,0.0168,1.414E1,1.103E3,4.69E2,1.103E3,,,,1.497,1.994,0,
19761,1144.92026,1144.89838,1144.9333,5.1378,4.907,5.4822,1.079E3,4.863E3,1.041E3,4.863E3,1,7,0.6,3,1,0.6,7.64,0.00875,0.3688,0,1067,-1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ESTIMATED,1144.93037,1144.91806,1144.93037,5.1235,5.1146,5.1325,0.0179,4.292E1,4.789E3,4.789E3,4.789E3,,,,1.0008,1.0016,0,,DETECTED,1144.915,1144.89838,1144.92746,5.3294,5.1224,5.4822,0.293,1.079E3,4.588E3,1.574E3,4.588E3,1,7,3,0.8692,0.7384,7,-0.1096,DETECTED,1144.91542,1144.90019,1144.9333,4.9606,4.907,4.9876,0.0345,2.553E2,4.863E3,1.041E3,4.863E3,1,,2,0.7518,0.5035,0,
19762,641.53624,641.5173,641.5523,5.1137,5.0148,5.2944,1.616E3,4.132E4,1.88E2,4.132E4,1,1,0.6,3,0,0.625,10.56,0.00677,0.1095,0,1068,-1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,158,DETECTED,641.54074,641.53098,641.5523,5.1504,5.0966,5.2944,0.041,1.616E3,3.451E4,2.101E2,3.451E4,1,1,5,1.139,1.1685,3,-0.0215,DETECTED,641.53779,641.5173,641.54057,5.0416,5.0148,5.0954,0.0258,2.114E2,6.718E3,9.141E2,6.718E3,1,,12,1.502,2.6195,0,,ESTIMATED,641.53019,641.52498,641.54462,5.1491,5.0683,5.1581,0.034,1.501E3,4.132E4,1.88E2,4.132E4,,,,0.5987,0.2133,0,
19781,826.59066,826.58254,826.60964,5.1197,5.0339,5.5013,1.039E4,1.126E5,8.88E2,1.126E5,1,3,0.2,1,0,1,0,0,0,0,1,4,14,542,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,158,DETECTED,826.59883,826.58698,826.60497,5.1146,5.0339,5.5013,0.0729,1.039E4,1.126E5,1.002E3,1.126E5,1,3,12,2.5985,3.6161,5,-0.0197,ESTIMATED,826.58705,826.58317,826.60964,5.1224,5.0775,5.1584,0.0607,1.326E3,3.054E4,8.88E2,3.054E4,,,,1.0013,1.0247,0,,ESTIMATED,826.5861,826.58254,826.59883,5.1221,5.1132,5.1401,0.0279,3.916E2,2.477E4,1.889E4,2.477E4,,,,1.5066,2.0131,0,
19787,894.57627,894.57003,894.59854,5.1107,5.025,5.5101,3.443E3,2.965E4,1.807E2,2.965E4,1,3,0.2,1,0,1,0,0,0,0,1,-1,1,542,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,158,DETECTED,894.58685,894.57383,894.59854,5.1146,5.025,5.5101,0.0975,3.443E3,2.965E4,1.807E2,2.965E4,1,3,11,1.9403,2.1218,3,-0.0144,ESTIMATED,894.57131,894.5707,894.58685,5.1224,5.1134,5.1584,0.0164,2.825E2,1.481E4,1.92E3,1.481E4,,,,2.4978,3.9955,0,,ESTIMATED,894.57066,894.57003,894.58685,5.0952,5.0862,5.1132,0.0194,1.066E2,7.568E3,4.287E3,7.568E3,,,,1.497,1.994,0,
19799,649.51068,649.49876,649.52175,5.1317,5.0685,5.1594,1.821E2,9.137E3,1.74E2,9.137E3,,0,0.2,1,4,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ESTIMATED,649.51429,649.50556,649.51758,5.1504,5.1146,5.1594,0.0168,1.821E2,9.137E3,1.362E3,9.137E3,,,,0.6255,0.2511,0,,ESTIMATED,649.50743,649.49876,649.52175,5.1044,5.0685,5.1224,0.0154,1.368E2,4.995E3,1.74E2,4.995E3,,,,0.7506,0.5013,0,,ESTIMATED,649.51033,649.50585,649.51472,5.1401,5.1221,5.1491,0.0327,1.168E2,5.791E3,2.273E3,5.791E3,,,,0.7498,0.4997,0,
